ocid,compiledRelease/id,compiledRelease/tag,compiledRelease/date,compiledRelease/ocid,compiledRelease/publishedDate,compiledRelease/initiationType,compiledRelease/buyer/id,compiledRelease/buyer/name,compiledRelease/planning/budget/description,compiledRelease/tender/id,compiledRelease/tender/title,compiledRelease/tender/description,compiledRelease/tender/procuringEntity/id,compiledRelease/tender/procuringEntity/name,compiledRelease/tender/datePublished,compiledRelease/tender/procurementMethod,compiledRelease/tender/procurementMethodDetails,compiledRelease/tender/mainProcurementCategory,compiledRelease/tender/additionalProcurementCategories,compiledRelease/tender/value/amount,compiledRelease/tender/value/currency,compiledRelease/tender/value/currencyName,compiledRelease/tender/value/amount_PEN,compiledRelease/tender/tenderPeriod/startDate,compiledRelease/tender/tenderPeriod/endDate,compiledRelease/tender/numberOfTenderers,compiledRelease/tender/hasTenderInformationProtectedByLaw,compiledRelease/dataSegmentation/id,compiledRelease/dataSegmentation/criteria,compiledRelease/planning/budget/amount/amount,compiledRelease/planning/budget/amount/currency,compiledRelease/planning/budget/amount/currencyName,compiledRelease/tender/enquiryPeriod/startDate,compiledRelease/tender/enquiryPeriod/endDate,compiledRelease/tender/enquiryPeriod/durationInDays,compiledRelease/planning/budget/project,compiledRelease/planning/budget/projectID
ocds-dgv273-seacev3-1241089,ocds-dgv273-seacev3-1241089-2026-08-25T10:17:06.392626-05:00,compiled,2026-08-25T10:17:06.392613-05:00,ocds-dgv273-seacev3-1241089,2026-08-25T10:17:06.392631-05:00,tender,PE-CONSUCODE-10351,GOBIERNO REGIONAL DE AREQUIPA - PROYECTO ESPECIAL MAJES-SIGUAS  AUTODEMA,Fondos Públicos,1241089,CP-ABR-4-2026-GRA/AUTODEMA-1,CONTRATACION DE SERVICIO DE LEVANTAMIENTO TOPOGRAFICO Y BATIMETRICO DE LA REPRESA DIQUE DE LOS ESPAÑOLES SISTEMA REGULADO CHILI,PE-CONSUCODE-10351,GOBIERNO REGIONAL DE AREQUIPA - PROYECTO ESPECIAL MAJES-SIGUAS  AUTODEMA,2026-08-13T23:18:00-05:00,,Concurso Público Abreviado,services,services,0.0,PEN,Soles,0.0,2026-08-13T00:00:00-05:00,2026-08-13T00:00:00-05:00,,True,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,,,,2026-08-14T00:01:00-05:00,2026-08-18T23:59:00-05:00,4,,
ocds-dgv273-seacev3-2026-800-8,ocds-dgv273-seacev3-2026-800-8-2026-08-24T10:04:57.122127-05:00,compiled,2026-08-24T10:04:57.122114-05:00,ocds-dgv273-seacev3-2026-800-8,2026-08-24T10:04:57.122132-05:00,tender,PE-CONSUCODE-800,MUNICIPALIDAD DISTRITAL DE CHAMACA,Fondos Públicos,1241357,CP-ABR-3-2026-MDCH-OC-1,"CONTRATACION DE SUPERVISION DE OBRA EN CONTRATO: ""MEJORAMIENTO DEL SERVICIO DE EDUCACIÓN SECUNDARIA EN I.E. ANTONIO RAYMONDI DE CENTRO POBLADO UCHUCCARCCO ALTO DISTRITO DE CHAMACA DE LA PROVINCIA DE CHUMBIVILCAS DEL DEPARTAMENTO DE CUSCO"" CUI: 2691648",PE-CONSUCODE-800,MUNICIPALIDAD DISTRITAL DE CHAMACA,2026-08-13T19:54:00-05:00,,Concurso Público Abreviado,services,services,245309.05,PEN,Soles,245309.05,2026-08-13T00:00:00-05:00,2026-08-13T00:00:00-05:00,,True,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,,,,2026-08-14T00:01:00-05:00,2026-08-18T23:59:00-05:00,4,MEJORAMIENTO DEL SERVICIO DE EDUCACIÓN SECUNDARIA EN I.E. ANTONIO RAYMONDI  DE CENTRO POBLADO UCHUCCARCCO ALTO DISTRITO DE CHAMACA DE LA PROVINCIA DE CHUMBIVILCAS DEL DEPARTAMENTO DE CUSCO,2691648
ocds-dgv273-seacev3-1239019,ocds-dgv273-seacev3-1239019-2026-08-24T10:04:56.165610-05:00,compiled,2026-08-24T10:04:56.165597-05:00,ocds-dgv273-seacev3-1239019,2026-08-24T10:04:56.165615-05:00,tender,PE-CONSUCODE-1014,MUNICIPALIDAD PROVINCIAL DE YAROWILCA - CHAVINILLO,Fondos Públicos,1239019,LP-ABR-4-2026-MPY/CS-1,CREACIÓN DEL SERVICIO DE TRANSITABILIDAD PEATONAL CON ESCALINATAS DE PAVIMENTO EMPEDRADO PARA EL ACCESO A MIRADOR TURÍSTICO Y ÁREAS VERDES EN EL CENTRO POBLADO DE AYAPITEG DEL DISTRITO DE CHAVINILLO - PROVINCIA DE YAROWILCA - DEPARTAMENTO DE HUANUCO,PE-CONSUCODE-1014,MUNICIPALIDAD PROVINCIAL DE YAROWILCA - CHAVINILLO,2026-08-11T23:10:00-05:00,,Licitación Pública Abreviada,works,works,310952.8,PEN,Soles,310952.8,2026-08-11T00:00:00-05:00,2026-08-11T00:00:00-05:00,9,False,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,,,,2026-08-12T00:01:00-05:00,2026-08-14T23:59:00-05:00,2,CREACION DEL SERVICIO DE TRANSITABILIDAD PEATONAL CON ESCALINATAS DE PAVIMENTO EMPEDRADO PARA EL ACCESO A MIRADOR  TURÍSTICO Y ÁREAS VERDES EN EL CENTRO POBLADO DE AYAPITEG DEL DISTRITO DE CHAVINILLO - PROVINCIA DE YAROWILCA - DEPARTAMENTO DE HUANUCO,2479550
ocds-dgv273-seacev3-1239442,ocds-dgv273-seacev3-1239442-2026-08-24T10:04:55.860399-05:00,compiled,2026-08-24T10:04:55.860386-05:00,ocds-dgv273-seacev3-1239442,2026-08-24T10:04:55.860404-05:00,tender,PE-CONSUCODE-1972,INSTITUTO NACIONAL DE INNOVACION AGRARIA - INIA,Fondos Públicos,1239442,LP-ABR-27-2026-2016-INIA-1,ADQUISICIÓN DEL UNIFORME INSTITUCIONAL PARA EL PERSONAL CAP A NIVEL DE LA UNIDAD EJECUTORA N°001 ¿ AÑO 2026,PE-CONSUCODE-1972,INSTITUTO NACIONAL DE INNOVACION AGRARIA - INIA,2026-08-07T12:49:00-05:00,,Licitación Pública Abreviada,goods,goods,0.0,PEN,Soles,0.0,2026-08-07T00:00:00-05:00,2026-08-07T00:00:00-05:00,,True,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,,,,2026-08-08T00:01:00-05:00,2026-08-12T23:59:00-05:00,4,,
ocds-dgv273-seacev3-1239894,ocds-dgv273-seacev3-1239894-2026-08-24T10:04:55.102540-05:00,compiled,2026-08-24T10:04:55.102528-05:00,ocds-dgv273-seacev3-1239894,2026-08-24T10:04:55.102546-05:00,tender,PE-CONSUCODE-10517,GOBIERNO REGIONAL DE LAMBAYEQUE-TRANSPORTES,Fondos Públicos,1239894,LP-ABR-2-2026-GRLAMB/GRTC/DEC-1,"ADQUISICIÓN DE COMBUSTIBLE DIESEL B5 S-50 PARA LA EJECUCIÓN DE ACTIVIDADES DE LIMPIEZA, RECOJO DE DESMONTE, RETIRO DE MATERIAL Y DEMÁS TRABAJOS DE ACONDICIONAMIENTO",PE-CONSUCODE-10517,GOBIERNO REGIONAL DE LAMBAYEQUE-TRANSPORTES,2026-08-10T12:43:00-05:00,,Licitación Pública Abreviada,goods,goods,131391.0,PEN,Soles,131391.0,2026-08-10T00:00:00-05:00,2026-08-10T00:00:00-05:00,1,False,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,,,,2026-08-11T00:01:00-05:00,2026-08-13T23:59:00-05:00,2,,
ocds-dgv273-seacev3-1241326,ocds-dgv273-seacev3-1241326-2026-08-24T10:04:53.448686-05:00,compiled,2026-08-24T10:04:53.448673-05:00,ocds-dgv273-seacev3-1241326,2026-08-24T10:04:53.448691-05:00,tender,PE-CONSUCODE-278,MUNICIPALIDAD DISTRITAL DE NUEVO CHIMBOTE,Fondos Públicos,1241326,LP-ABR-59-2026-MDNCH/C-1,"CREACION DE LOS SERVICIOS DE TRANSITABILIDAD VEHICULAR Y PEATONAL EN LA HUP VILLA DEL SUR PARCELA 17 DEL DISTRITO DE NUEVO CHIMBOTE - PROVINCIA DE SANTA - DEPARTAMENTO DE ANCASH (II ETAPA), CON CUI N° 2540307",PE-CONSUCODE-278,MUNICIPALIDAD DISTRITAL DE NUEVO CHIMBOTE,2026-08-13T19:24:00-05:00,,Licitación Pública Abreviada,works,works,0.0,PEN,Soles,0.0,2026-08-13T00:00:00-05:00,2026-08-13T00:00:00-05:00,,True,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,,,,2026-08-14T00:01:00-05:00,2026-08-18T23:59:00-05:00,4,CREACION DE LOS SERVICIOS DE TRANSITABILIDAD VEHICULAR Y PEATONAL EN LA HUP VILLA DEL SUR PARCELA 17 DEL DISTRITO DE NUEVO CHIMBOTE - PROVINCIA DE SANTA - DEPARTAMENTO DE ANCASH,2540307
ocds-dgv273-seacev3-1238247,ocds-dgv273-seacev3-1238247-2026-08-23T10:35:27.578577-05:00,compiled,2026-08-23T10:35:27.578565-05:00,ocds-dgv273-seacev3-1238247,2026-08-23T10:35:27.578583-05:00,tender,PE-CONSUCODE-1498,MUNICIPALIDAD DISTRITAL DE PASTAZA,Fondos Públicos,1238247,LP-ABR-10-2026-MDP/C-1,EJECUCION DE OBRA DEL PROYECTO: ¿CREACION DEL SERVICIOS DE ESPACIOS PUBLICOS URBANOS EN EL BOULEVAR DISTRITO DE PASTAZA DE LA PROVINCIA DE DATEM DEL MARAÑON DEL DEPARTAMENTO DE LORETO¿ CUI: 2668443,PE-CONSUCODE-1498,MUNICIPALIDAD DISTRITAL DE PASTAZA,2026-08-03T23:57:00-05:00,,Licitación Pública Abreviada,works,works,3750748.13,PEN,Soles,3750748.13,2026-08-03T00:00:00-05:00,2026-08-03T00:00:00-05:00,4,False,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,,,,2026-08-04T00:01:00-05:00,2026-08-07T23:59:00-05:00,3,CREACION DEL SERVICIOS DE ESPACIOS PÚBLICOS URBANOS EN EL BOULEVAR   DISTRITO DE PASTAZA DE LA PROVINCIA DE DATEM DEL MARAÑON DEL DEPARTAMENTO DE LORETO,2668443
ocds-dgv273-seacev3-1240443,ocds-dgv273-seacev3-1240443-2026-08-23T10:35:27.305102-05:00,compiled,2026-08-23T10:35:27.305090-05:00,ocds-dgv273-seacev3-1240443,2026-08-23T10:35:27.305108-05:00,tender,PE-CONSUCODE-34,GOBIERNO REGIONAL DE AREQUIPA Sede Central,Fondos Públicos,1240443,LP-ABR-24-2026-GRA-2,"ADQUISICION DE LENTES DE REALIDAD VIRTUAL (GAFAS DE INMERSIÓN PARA TURISMO) Y VEHICULO AEREO NO TRIPULADO (DRONE) PARA EL PLAN DE NEGOCIO DENOMINADO ""MEJORAMIENTO DEL SERVICIO DE ECOTURISMO VIVENCIAL DE INMERSIVO DEL OPERADOR TURISTICO EYH INVERSIONES COLCA S.R.L, DISTRITO DE CHIVAY",PE-CONSUCODE-34,GOBIERNO REGIONAL DE AREQUIPA Sede Central,2026-08-11T17:42:00-05:00,,Licitación Pública Abreviada,goods,goods,0.0,PEN,Soles,0.0,2026-08-11T00:00:00-05:00,2026-08-11T00:00:00-05:00,,True,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,,,,2026-08-12T00:01:00-05:00,2026-08-14T23:59:00-05:00,2,,
ocds-dgv273-seacev3-1238551,ocds-dgv273-seacev3-1238551-2026-08-23T10:35:26.851037-05:00,compiled,2026-08-23T10:35:26.851023-05:00,ocds-dgv273-seacev3-1238551,2026-08-23T10:35:26.851042-05:00,tender,PE-CONSUCODE-200202,GOBIERNO REGIONAL DE HUANUCO - RED DE SALUD HUANUCO,Fondos Públicos,1238551,COMPRE-COMPRE-6-2026-RSH-1,ADQUISICIÓN DE HEMOGLOBINÓMETROS PARA LOS ESTABLECIMIENTOS DE SALUD DE LA RED DE SALUD HUÁNUCO,PE-CONSUCODE-200202,GOBIERNO REGIONAL DE HUANUCO - RED DE SALUD HUANUCO,2026-08-04T20:03:00-05:00,open,Comparación de Precios,goods,goods,70196.0,PEN,Soles,70196.0,2026-08-04T00:00:00-05:00,2026-08-04T00:00:00-05:00,3,False,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,70196.0,PEN,Soles,,,,,
ocds-dgv273-seacev3-2026-61561-2,ocds-dgv273-seacev3-2026-61561-2-2026-08-23T10:35:25.834188-05:00,compiled,2026-08-23T10:35:25.834175-05:00,ocds-dgv273-seacev3-2026-61561-2,2026-08-23T10:35:25.834194-05:00,tender,PE-CONSUCODE-201925,ESTABLECIMIENTO DE SALUD MUNICIPAL,Fondos Públicos,1238460,CP-ABR-4-2026-OC/ESAMU-1,CONTRATACION DEL SERVICIO DE PORTERIA Y GUARDIANIA PARA EL ESTABLECIMIENTO DE SALUD MUNICIPAL - ESAMU,PE-CONSUCODE-201925,ESTABLECIMIENTO DE SALUD MUNICIPAL,2026-08-05T14:37:00-05:00,,Concurso Público Abreviado,services,services,297600.0,PEN,Soles,297600.0,2026-08-05T00:00:00-05:00,2026-08-05T00:00:00-05:00,7,False,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,,,,2026-08-06T00:01:00-05:00,2026-08-11T23:59:00-05:00,5,,
ocds-dgv273-seacev3-1241969,ocds-dgv273-seacev3-1241969-2026-08-23T10:35:25.560688-05:00,compiled,2026-08-23T10:35:25.560675-05:00,ocds-dgv273-seacev3-1241969,2026-08-23T10:35:25.560693-05:00,tender,PE-CONSUCODE-2543,SEGURO SOCIAL DE  SALUD,Fondos Públicos,1241969,LP-ABR-2-2026-ESSALUD/RAAN-1,GRAPADORA QUIRURGICA ENDOSCOPICA LINEAL CORTANTE Y RECARGA PARA GRAPADORA QUIRURGICA ENDOSCOPICA,PE-CONSUCODE-2543,SEGURO SOCIAL DE  SALUD,2026-08-17T16:27:00-05:00,,Licitación Pública Abreviada,goods,goods,284242.0,PEN,Soles,284242.0,2026-08-17T00:00:00-05:00,2026-08-17T00:00:00-05:00,7,False,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,,,,2026-08-18T00:01:00-05:00,2026-08-20T23:59:00-05:00,2,,
ocds-dgv273-seacev3-1239262,ocds-dgv273-seacev3-1239262-2026-08-23T10:35:25.319768-05:00,compiled,2026-08-23T10:35:25.319755-05:00,ocds-dgv273-seacev3-1239262,2026-08-23T10:35:25.319774-05:00,tender,PE-CONSUCODE-1331,MUNICIPALIDAD DISTRITAL DE PUENTE PIEDRA,Fondos Públicos,1239262,COMPRE-COMPRE-14-2026-MDPP-1,ADQUISICIÓN DE MATERIALES LÍQUIDOS PARA EL MANTENIMIENTO PREVENTIVO DE MOTOR DE LOS VEHÍCULOS DE LA MDPP,PE-CONSUCODE-1331,MUNICIPALIDAD DISTRITAL DE PUENTE PIEDRA,2026-08-05T21:40:00-05:00,open,Comparación de Precios,goods,goods,89782.5,PEN,Soles,89782.5,2026-08-05T00:00:00-05:00,2026-08-05T00:00:00-05:00,4,False,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,89782.5,PEN,Soles,,,,,
ocds-dgv273-seacev3-1243628,ocds-dgv273-seacev3-1243628-2026-08-23T10:35:17.177378-05:00,compiled,2026-08-23T10:35:17.177366-05:00,ocds-dgv273-seacev3-1243628,2026-08-23T10:35:17.177384-05:00,tender,PE-CONSUCODE-2426,EMPRESA NACIONAL DE PUERTOS S.A.,Fondos Públicos,1243628,DIRECTA-DIRECTA-4-2026-ENAPU-CALLAO.-1-1,"SERVICIO DE SEGURIDAD, VIGILANCIA PARTICULAR Y CONTROL DE RIESGO PARA EL TERMINAL PORTUARIO DE YURIMAGUAS ENAPU S.A.",PE-CONSUCODE-2426,EMPRESA NACIONAL DE PUERTOS S.A.,2026-08-21T22:27:00-05:00,direct,Contratación Directa,services,services,0.0,PEN,Soles,0.0,,,,True,2026-08,añoPublicacionProceso;mesPublicacionProceso,,,,,,,,
ocds-dgv273-seacev3-1242229,ocds-dgv273-seacev3-1242229-2026-08-23T10:35:17.086511-05:00,compiled,2026-08-23T10:35:17.086498-05:00,ocds-dgv273-seacev3-1242229,2026-08-23T10:35:17.086517-05:00,tender,PE-CONSUCODE-1947,COMISION DE PROMOCION DEL PERU PARA LA EXPORTACION Y EL TURISMO - PROMPERU,Fondos Públicos,1242229,INTER-PROC-337-2026-PROMPERU-1,SERVICIO DE PARTICIPACIÓN EN TRAVEL FORUM LATAM ¿ FIT TECH & VYVA CHILE,PE-CONSUCODE-1947,COMISION DE PROMOCION DEL PERU PARA LA EXPORTACION Y EL TURISMO - PROMPERU,2026-08-18T11:11:00-05:00,open,Contratación Internacional,services,services,23400.0,USD,Dólar Norteamericano,79419.6,2026-08-18T00:00:00-05:00,2026-08-18T00:00:00-05:00,1,False,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,79419.6,PEN,Soles,,,,,
ocds-dgv273-seacev3-1240079,ocds-dgv273-seacev3-1240079-2026-08-23T10:35:15.892428-05:00,compiled,2026-08-23T10:35:15.892415-05:00,ocds-dgv273-seacev3-1240079,2026-08-23T10:35:15.892433-05:00,tender,PE-CONSUCODE-37,GOBIERNO REGIONAL DE CUSCO SEDE CENTRAL,Fondos Públicos,1240079,COMPRE-COMPRE-47-2026-GR-CUSCO-1,"ADQUISICIÓN DE ESCRITORIOS DE MELAMINA ""MEJORAMIENTO DE LOS SERVICIOS OPERATIVOS O MISIONALES INSTITUCIONALES EN LA GERENCIA REGIONAL DE INCLUSIÓN SOCIAL, MUJER Y POBLACIONES VULNERABLES DEL GOBIERNO REGIONAL CUSCO (EN 13 PROVINCIAS - 116 DISTRITOS), DISTRITO DE WANCHAQ DE LA PROVINCIA DE CUSCO""",PE-CONSUCODE-37,GOBIERNO REGIONAL DE CUSCO SEDE CENTRAL,2026-08-10T18:28:00-05:00,open,Comparación de Precios,goods,goods,98146.67,PEN,Soles,98146.67,2026-08-10T00:00:00-05:00,2026-08-10T00:00:00-05:00,3,False,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,,,,,,,"MEJORAMIENTO DE LOS SERVICIOS OPERATIVOS O MISIONALES INSTITUCIONALES EN LA GERENCIA REGIONAL DE INCLUSIÓN SOCIAL, MUJER Y POBLACIONES VULNERABLES DEL GOBIERNO REGIONAL CUSCO (EN 13 PROVINCIAS ¿ 116 DISTRITOS),   DISTRITO DE WANCHAQ DE LA PROVINCIA DE CUSCO DEL DEPARTAMENTO DE CUSCO",2579109
ocds-dgv273-seacev3-1239500,ocds-dgv273-seacev3-1239500-2026-08-23T10:35:15.582688-05:00,compiled,2026-08-23T10:35:15.582675-05:00,ocds-dgv273-seacev3-1239500,2026-08-23T10:35:15.582694-05:00,tender,PE-CONSUCODE-1509,MUNICIPALIDAD DISTRITAL DE TROMPETEROS,Fondos Públicos,1239500,CP-ABR-2-2026-MDT-OC-1,SERVICIO PARA LA SUPERVISION DE LA ADQUISICION DEL EQUIPAMIENTO HOSPITALARIO PARA LA IMPLEMENTACION DEL PROYECTO DE INVERSION: CREACION DE LOS SERVICIOS DE SALUD DEL ESTABLECIMIENTO DE SALUD ANTIOQUIA DEL DISTRITO DE TROMPETEROS - PROVINCIA DE LORETO - DEPARTAMENTO DE LORETO - CUI N°2479930,PE-CONSUCODE-1509,MUNICIPALIDAD DISTRITAL DE TROMPETEROS,2026-08-07T14:34:00-05:00,,Concurso Público Abreviado,services,services,123889.9,PEN,Soles,123889.9,2026-08-07T00:00:00-05:00,2026-08-07T00:00:00-05:00,1,False,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,,,,2026-08-08T00:01:00-05:00,2026-08-12T23:59:00-05:00,4,CREACION DE LOS SERVICIOS DE SALUD DEL PRIMER NIVEL DE COMPLEJIDAD EN LA COMUNIDAD NATIVA ANTIOQUIA DEL DISTRITO DE TROMPETEROS - PROVINCIA DE LORETO - DEPARTAMENTO DE LORETO,2479930
ocds-dgv273-seacev3-1239307,ocds-dgv273-seacev3-1239307-2026-08-23T10:35:15.090276-05:00,compiled,2026-08-23T10:35:15.090263-05:00,ocds-dgv273-seacev3-1239307,2026-08-23T10:35:15.090281-05:00,tender,PE-CONSUCODE-1723,MUNICIPALIDAD DISTRITAL DE CUYOCUYO,Fondos Públicos,1239307,COMPRE-COMPRE-2-2026-MDC/OC-1,CONTRATACIÓN DE SERVICIO DE ALQUILER DE RETROEXCAVADORA para el Proyecto  MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VIAL INTERURBANA EN EMP PU 601 CUYOCUYO ¿ PE 34H BAÑOS TERMALES HATUN PUTINA DEL DISTRITO DE CUYOCUYO DE LA PROVINCIA DE SANDIA DEL DEPARTAMENTO DE PUNO,PE-CONSUCODE-1723,MUNICIPALIDAD DISTRITAL DE CUYOCUYO,2026-08-05T23:27:00-05:00,open,Comparación de Precios,services,services,90870.0,PEN,Soles,90870.0,2026-08-05T00:00:00-05:00,2026-08-05T00:00:00-05:00,3,False,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,,,,,,,MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VIAL INTERURBANA EN EMP PU 601 CUYOCUYO - PE 34H BAÑOS TERMALES HATUN PUTINA DE   DISTRITO DE CUYOCUYO DE LA PROVINCIA DE SANDIA DEL DEPARTAMENTO DE PUNO,2587271
ocds-dgv273-seacev3-1238472,ocds-dgv273-seacev3-1238472-2026-08-23T10:35:14.780439-05:00,compiled,2026-08-23T10:35:14.780425-05:00,ocds-dgv273-seacev3-1238472,2026-08-23T10:35:14.780444-05:00,tender,PE-CONSUCODE-668,MUNICIPALIDAD DISTRITAL DE COCHABAMBA - CHOTA,Fondos Públicos,1238472,CP-ABR-1-2026-MDC/CS-1,"SERVICIO DE CONSULTORIA DE OBRA PARA LA SUPERVISION DE LA OBRA ""RENOVACION DE PUENTE; EN EL(LA) VÍA VECINAL MAMARURIBAMBA BAJO (EMP.PE-3N) A LA LOCALIDAD DE LAS PALMAS DE TINYAYOC, DISTRITO DE COCHABAMBA, PROVINCIA CHOTA, DEPARTAMENTO CAJAMARCA"" CON CIU 2680627",PE-CONSUCODE-668,MUNICIPALIDAD DISTRITAL DE COCHABAMBA - CHOTA,2026-08-04T12:51:00-05:00,,Concurso Público Abreviado,services,services,243250.03,PEN,Soles,243250.03,2026-08-04T00:00:00-05:00,2026-08-04T00:00:00-05:00,8,False,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,243250.03,PEN,Soles,2026-08-05T00:01:00-05:00,2026-08-10T23:59:00-05:00,5,"RENOVACION DE PUENTE; EN EL(LA) VÍA VECINAL MAMARURIBAMBA BAJO (EMP.PE-3N) A LA LOCALIDAD DE LAS PALMAS DE TINYAYOC,  DISTRITO DE COCHABAMBA, PROVINCIA CHOTA, DEPARTAMENTO CAJAMARCA",2680627
ocds-dgv273-seacev3-1236172,ocds-dgv273-seacev3-1236172-2026-08-23T10:35:14.592495-05:00,compiled,2026-08-23T10:35:14.592483-05:00,ocds-dgv273-seacev3-1236172,2026-08-23T10:35:14.592501-05:00,tender,PE-CONSUCODE-36,GOBIERNO REGIONAL DE CAJAMARCA SEDE CENTRAL,Fondos Públicos,1236172,CP-ABR-12-2026-GR.CAJ-1,"CONTRATACIÓN DE CONSULTORÍA DE OBRA PARA LA SUPERVISIÓN DE SALDO DE OBRA: CONSTRUCCIÓN CARRETERA CORTEGANA - SAN ANTONIO - EL CALVARIO - TRES CRUCES - CANDEN, DISTRITO DE CORTEGANA, PROVINCIA DE CELENDIN, DEPARTAMENTO CAJAMARCA, CUI N° 2183268.",PE-CONSUCODE-36,GOBIERNO REGIONAL DE CAJAMARCA SEDE CENTRAL,2026-08-05T16:45:00-05:00,,Concurso Público Abreviado,services,services,288752.0,PEN,Soles,288752.0,2026-08-05T00:00:00-05:00,2026-08-05T00:00:00-05:00,,True,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,,,,2026-08-06T00:01:00-05:00,2026-08-12T23:59:00-05:00,6,"CONSTRUCCION CARRETERA CORTEGANA - SAN ANTONIO - EL CALVARIO - TRES CRUCES - CANDEN, DISTRITO DE CORTEGANA, PROVINCIA DE CELENDIN - CAJAMARCA",2183268
ocds-dgv273-seacev3-1243750,ocds-dgv273-seacev3-1243750-2026-08-23T10:35:14.172363-05:00,compiled,2026-08-23T10:35:14.172350-05:00,ocds-dgv273-seacev3-1243750,2026-08-23T10:35:14.172368-05:00,tender,PE-CONSUCODE-1673,MUNICIPALIDAD DISTRITAL DE SAN ANTON,Fondos Públicos,1243750,SIE-SIE-1-2026-MDSA/OEC-1,"CONTRATACIÓN DE BIENES ADQUISICION DEL SUMINISTRO DE COMBUSTIBLE PETROLEO (DIESEL B5 S-50), PARA EL CUMPLIMIENTO DE PLAN DE TRABAJO, SERVICIO DE MAQUINARIA PARA LA CAMPAÑA AGRÍCOLA 2026 - 2027, EN EL DISTRITO DE SAN ANTON.",PE-CONSUCODE-1673,MUNICIPALIDAD DISTRITAL DE SAN ANTON,2026-08-21T21:29:00-05:00,open,Subasta Inversa Electrónica,goods,goods,0.0,PEN,Soles,0.0,2026-08-21T00:00:00-05:00,2026-08-21T00:00:00-05:00,,False,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,,,,,,,,
ocds-dgv273-seacev3-1238307,ocds-dgv273-seacev3-1238307-2026-08-23T10:35:14.094269-05:00,compiled,2026-08-23T10:35:14.094256-05:00,ocds-dgv273-seacev3-1238307,2026-08-23T10:35:14.094275-05:00,tender,PE-CONSUCODE-1498,MUNICIPALIDAD DISTRITAL DE PASTAZA,Fondos Públicos,1238307,LP-ABR-11-2026-MDP/C-1,"EJECUCION DE OBRA DEL PROYECTO: ""CREACION DEL SERVICIO DE PRACTICA DEPORTIVA Y/O RECREATIVA EN CENTRO POBLADO CHARUPA DISTRITO DE PASTAZA DE LA PROVINCIA DE DATEM DEL MARAÑON DEL DEPARTAMENTO DE LORETO"" CUI: 2642544",PE-CONSUCODE-1498,MUNICIPALIDAD DISTRITAL DE PASTAZA,2026-08-04T22:24:00-05:00,,Licitación Pública Abreviada,works,works,671846.12,PEN,Soles,671846.12,2026-08-04T00:00:00-05:00,2026-08-04T00:00:00-05:00,3,False,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,,,,2026-08-05T00:01:00-05:00,2026-08-10T23:59:00-05:00,5,CREACION DEL SERVICIO DE PRÁCTICA DEPORTIVA Y/O RECREATIVA EN CENTRO POBLADO CHARUPA   DISTRITO DE PASTAZA DE LA PROVINCIA DE DATEM DEL MARAÑON DEL DEPARTAMENTO DE LORETO,2642544
ocds-dgv273-seacev3-1242273,ocds-dgv273-seacev3-1242273-2026-08-23T10:35:14.022101-05:00,compiled,2026-08-23T10:35:14.022088-05:00,ocds-dgv273-seacev3-1242273,2026-08-23T10:35:14.022106-05:00,tender,PE-CONSUCODE-200393,UNIVERSIDAD NACIONAL DE JULIACA,Fondos Públicos,1242273,CP-ABR-3-2026-UNAJ/C-1,CONTRATACIÓN DE CONSULTORÍA DE OBRA PARA LA FORMULACIÓN DEL ESTUDIO DE PRE INVERSIÓN DEL PROYECTO DE INVERSIÓN DENOMINADO ¿MEJORAMIENTO DEL SERVICIO DE FORMACIÓN DE PREGRADO EN EDUCACIÓN SUPERIOR UNIVERSITARIA DE LA ESCUELA PROFESIONAL DE GESTIÓN PÚBLICA Y DESARROLLO SOCIAL DE LA UNIVERSIDAD NACIONA,PE-CONSUCODE-200393,UNIVERSIDAD NACIONAL DE JULIACA,2026-08-18T18:14:00-05:00,,Concurso Público Abreviado,services,services,78500.0,PEN,Soles,78500.0,2026-08-18T00:00:00-05:00,2026-08-18T00:00:00-05:00,,True,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,,,,2026-08-19T00:01:00-05:00,2026-08-21T23:59:00-05:00,2,,
