ocid,compiledRelease/id,compiledRelease/tag,compiledRelease/date,compiledRelease/ocid,compiledRelease/publishedDate,compiledRelease/initiationType,compiledRelease/buyer/id,compiledRelease/buyer/name,compiledRelease/planning/budget/description,compiledRelease/tender/id,compiledRelease/tender/title,compiledRelease/tender/description,compiledRelease/tender/procuringEntity/id,compiledRelease/tender/procuringEntity/name,compiledRelease/tender/datePublished,compiledRelease/tender/procurementMethod,compiledRelease/tender/procurementMethodDetails,compiledRelease/tender/mainProcurementCategory,compiledRelease/tender/additionalProcurementCategories,compiledRelease/tender/value/amount,compiledRelease/tender/value/currency,compiledRelease/tender/value/currencyName,compiledRelease/tender/value/amount_PEN,compiledRelease/tender/tenderPeriod/startDate,compiledRelease/tender/tenderPeriod/endDate,compiledRelease/tender/numberOfTenderers,compiledRelease/tender/hasTenderInformationProtectedByLaw,compiledRelease/dataSegmentation/id,compiledRelease/dataSegmentation/criteria,compiledRelease/planning/budget/amount/amount,compiledRelease/planning/budget/amount/currency,compiledRelease/planning/budget/amount/currencyName,compiledRelease/tender/enquiryPeriod/startDate,compiledRelease/tender/enquiryPeriod/endDate,compiledRelease/tender/enquiryPeriod/durationInDays,compiledRelease/planning/budget/project,compiledRelease/planning/budget/projectID
ocds-dgv273-seacev3-1243418,ocds-dgv273-seacev3-1243418-2026-08-26T10:28:12.993739-05:00,compiled,2026-08-26T10:28:12.993727-05:00,ocds-dgv273-seacev3-1243418,2026-08-26T10:28:12.993744-05:00,tender,PE-CONSUCODE-200276,ORGANISMO DE EVALUACION Y FISCALIZACION AMBIENTAL,Fondos Públicos,1243418,RES-PROC-590-2026-OEFA-CTER-1,TERCERO SUPERVISOR - NIVEL VI - BACHILLER,PE-CONSUCODE-200276,ORGANISMO DE EVALUACION Y FISCALIZACION AMBIENTAL,2026-08-21T11:49:00-05:00,open,Regímen Especial,services,services,18000.0,PEN,Soles,18000.0,2026-08-20T00:00:00-05:00,2026-08-20T00:00:00-05:00,1,False,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,18000.0,PEN,Soles,,,,,
ocds-dgv273-seacev3-1241002,ocds-dgv273-seacev3-1241002-2026-08-26T10:28:12.639398-05:00,compiled,2026-08-26T10:28:12.639386-05:00,ocds-dgv273-seacev3-1241002,2026-08-26T10:28:12.639403-05:00,tender,PE-CONSUCODE-34,GOBIERNO REGIONAL DE AREQUIPA Sede Central,Fondos Públicos,1241002,CP-ABR-13-2026-GRA-2,CONTRATACIÓN DE SERVICIOS EN GENERAL SERVICIO DE INSTALACION E INTEGRACION DE SISTEMAS DE COMUNICACIONES Y DATA,PE-CONSUCODE-34,GOBIERNO REGIONAL DE AREQUIPA Sede Central,2026-08-13T09:55:00-05:00,,Concurso Público Abreviado,services,services,0.0,PEN,Soles,0.0,2026-08-13T00:00:00-05:00,2026-08-13T00:00:00-05:00,,True,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,,,,2026-08-14T00:01:00-05:00,2026-08-18T23:59:00-05:00,4,"MEJORAMIENTO DEL SERVICIO EDUCATIVO DE LA I.E. 40158 EL GRAN AMAUTA P.J. EL PORVENIR, DISTRITO DE MIRAFLORES - AREQUIPA - AREQUIPA",2319132
ocds-dgv273-seacev3-1240322,ocds-dgv273-seacev3-1240322-2026-08-26T10:28:12.632408-05:00,compiled,2026-08-26T10:28:12.632396-05:00,ocds-dgv273-seacev3-1240322,2026-08-26T10:28:12.632414-05:00,tender,PE-CONSUCODE-1850,MUNICIPALIDAD PROVINCIAL DE JORGE BASADRE - LOCUMBA,Fondos Públicos,1240322,SIE-SIE-23-2026-OC-DEC/MPJB-1,"ADQUISICIÓN DE DIESEL B5 S50, PARA LA ACTIVIDAD: PATRULLAJE MUNICIPAL DE SEGURIDAD CIUDADANA Y ACCIONES DE PREVENCIÓN PARA LA COMUNIDAD EN EL CENTRO POBLADO PAMPA SITANA Y EN LOS 08 ANEXOS DEL DISTRITO DE LOCUMBA, PROVINCIA JORGE BASADRE, DEPARTAMENTO DE TACNA.",PE-CONSUCODE-1850,MUNICIPALIDAD PROVINCIAL DE JORGE BASADRE - LOCUMBA,2026-08-11T14:45:00-05:00,open,Subasta Inversa Electrónica,goods,goods,48594.0,PEN,Soles,48594.0,2026-08-11T00:00:00-05:00,2026-08-11T00:00:00-05:00,4,False,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,,,,,,,,
ocds-dgv273-seacev3-1238720,ocds-dgv273-seacev3-1238720-2026-08-26T10:28:12.176364-05:00,compiled,2026-08-26T10:28:12.176352-05:00,ocds-dgv273-seacev3-1238720,2026-08-26T10:28:12.176370-05:00,tender,PE-CONSUCODE-1879,MUNICIPALIDAD DISTRITAL DE TAHUANIA,Fondos Públicos,1238720,SIE-SIE-2-2026-MDT-OC-2,"ADQUISICION DE CONCRETO 0.10x0.20x0.06 PARA EL PROYECTO ""CREACION DEL SERVICIO DE ESPACIOS PUBLICOS URBANOS EN EL PARQUE LAS LOMAS DEL CENTRO POBLADO BOLOGNESI, DISTRITO DE TAHUANIA, PROVINCIA DE ATALAYA, DEPARTAMENTO DE UCAYALI"", CUI N° 2690835.",PE-CONSUCODE-1879,MUNICIPALIDAD DISTRITAL DE TAHUANIA,2026-08-04T18:00:00-05:00,open,Subasta Inversa Electrónica,goods,goods,72832.5,PEN,Soles,72832.5,2026-08-04T00:00:00-05:00,2026-08-04T00:00:00-05:00,4,False,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,,,,,,,CREACION DEL SERVICIOS DE ESPACIOS PÚBLICOS URBANOS EN EL PARQUE LAS LOMAS  DE CENTRO POBLADO BOLOGNESI DISTRITO DE TAHUANIA DE LA PROVINCIA DE ATALAYA DEL DEPARTAMENTO DE UCAYALI,2690835
ocds-dgv273-seacev3-1244118,ocds-dgv273-seacev3-1244118-2026-08-26T10:28:11.866699-05:00,compiled,2026-08-26T10:28:11.866687-05:00,ocds-dgv273-seacev3-1244118,2026-08-26T10:28:11.866719-05:00,tender,PE-CONSUCODE-918,MUNICIPALIDAD DISTRITAL DE SALCABAMBA,Fondos Públicos,1244118,CP-ABR-4-2026-CS/MDS-1,"EJECUCION DE OBRA ""MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE PROVISIÓN DE AGUA PARA RIEGO EN LAS LOCALIDADES DE CAYMO (SECTOR ALTO) Y OVEJERIA QUISHUARCANCHA DISTRITO DE SALCABAMBA DE LA PROVINCIA DE TAYACAJA DEL DEPARTAMENTO DE HUANCAVELICA"" CUI. 2661063",PE-CONSUCODE-918,MUNICIPALIDAD DISTRITAL DE SALCABAMBA,2026-08-24T23:14:00-05:00,,Concurso Público Abreviado,services,services,0.0,PEN,Nuevos Soles,0.0,2026-08-24T00:00:00-05:00,2026-08-24T00:00:00-05:00,,False,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,,,,2026-08-25T00:01:00-05:00,2026-08-28T23:59:00-05:00,3,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE PROVISIÓN DE AGUA PARA RIEGO EN LAS LOCALIDADES  DE CAYMO (SECTOR ALTO)  Y OVEJERIA QUISHUARCANCHA   DISTRITO DE SALCABAMBA DE LA PROVINCIA DE TAYACAJA DEL DEPARTAMENTO DE HUANCAVELICA,2661063
ocds-dgv273-seacev3-1238524,ocds-dgv273-seacev3-1238524-2026-08-26T10:28:10.909854-05:00,compiled,2026-08-26T10:28:10.909841-05:00,ocds-dgv273-seacev3-1238524,2026-08-26T10:28:10.909859-05:00,tender,PE-CONSUCODE-10194,INSTITUTO NACIONAL DE ENFERMEDADES NEOPLASICAS,Fondos Públicos,1238524,SIE-SIE-4-2026-INEN-1,ADQUISICIÓN DE METOTREXATO SÓDICO 50 MG INY 2 ML,PE-CONSUCODE-10194,INSTITUTO NACIONAL DE ENFERMEDADES NEOPLASICAS,2026-08-04T12:37:00-05:00,open,Subasta Inversa Electrónica,goods,goods,0.0,PEN,Soles,0.0,2026-08-04T00:00:00-05:00,2026-08-04T00:00:00-05:00,,True,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,,,,,,,,
ocds-dgv273-seacev3-1241799,ocds-dgv273-seacev3-1241799-2026-08-26T10:28:10.808660-05:00,compiled,2026-08-26T10:28:10.808648-05:00,ocds-dgv273-seacev3-1241799,2026-08-26T10:28:10.808665-05:00,tender,PE-CONSUCODE-2543,SEGURO SOCIAL DE  SALUD,Fondos Públicos,1241799,DIRECTA-DIRECTA-17-2026-ESSALUD-RPA.-1,"SERVICIO DE MANTENIMIENTO ESPECIALIZADO DEL EQUIPO RESONADOR MAGNETICO, MARCA GENERAL ELECTRIC DEL SERVICIO DE ECOTOMOGRAFIA Y RESONANCIA MAGNETICA DEL HOPITAL NACIONAL ALMENARA IRIGORYEN DE LA RED PRESTACIONAL ALMENARA POR UN PERIODO  DE 24 MESES",PE-CONSUCODE-2543,SEGURO SOCIAL DE  SALUD,2026-08-17T11:48:00-05:00,direct,Contratación Directa,services,services,0.0,PEN,Soles,0.0,,,,True,2026-08,añoPublicacionProceso;mesPublicacionProceso,,,,,,,,
ocds-dgv273-seacev3-1243216,ocds-dgv273-seacev3-1243216-2026-08-26T10:28:10.741110-05:00,compiled,2026-08-26T10:28:10.741097-05:00,ocds-dgv273-seacev3-1243216,2026-08-26T10:28:10.741115-05:00,tender,PE-CONSUCODE-2543,SEGURO SOCIAL DE  SALUD,Fondos Públicos,1243216,DIRECTA-DIRECTA-1-2026-ESSALUD/RAAM-1,"CONTRATACIÓN DE SERVICIO DE ARRENDAMIENTO DE UN (01) INMUEBLE PARA EL FUNCIONAMIENTO DE LA OFICINA DE SEGUROS Y PRESTACIONES ECONÓMICAS AMAZONAS DE LA RED ASISTENCIAL AMAZONAS, ESSALUD, POR EL PERIODO DE 36 MESES",PE-CONSUCODE-2543,SEGURO SOCIAL DE  SALUD,2026-08-20T17:56:00-05:00,direct,Contratación Directa,services,services,0.0,PEN,Soles,0.0,,,,True,2026-08,añoPublicacionProceso;mesPublicacionProceso,,,,,,,,
ocds-dgv273-seacev3-1240256,ocds-dgv273-seacev3-1240256-2026-08-26T10:28:10.246615-05:00,compiled,2026-08-26T10:28:10.246603-05:00,ocds-dgv273-seacev3-1240256,2026-08-26T10:28:10.246620-05:00,tender,PE-CONSUCODE-278,MUNICIPALIDAD DISTRITAL DE NUEVO CHIMBOTE,Fondos Públicos,1240256,CP-ABR-73-2026-MDNCH/OC-1,EJECUCIÓN DEL SERVICIO: MANTENIMIENTO DEL ÁREA DE JUEGOS Y GIMNASIO DEL PARQUE LOS MÁRTIRES DE LA MZ. A EN LA URB. BUENOS AIRES - DISTRITO DE NUEVO CHIMBOTE - SANTA - ANCASH,PE-CONSUCODE-278,MUNICIPALIDAD DISTRITAL DE NUEVO CHIMBOTE,2026-08-11T23:44:00-05:00,,Concurso Público Abreviado,services,services,109556.57,PEN,Soles,109556.57,2026-08-11T00:00:00-05:00,2026-08-11T00:00:00-05:00,10,False,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,,,,2026-08-12T00:01:00-05:00,2026-08-14T23:59:00-05:00,2,,
ocds-dgv273-seacev3-1235622,ocds-dgv273-seacev3-1235622-2026-08-26T10:28:09.905311-05:00,compiled,2026-08-26T10:28:09.905298-05:00,ocds-dgv273-seacev3-1235622,2026-08-26T10:28:09.905316-05:00,tender,PE-CONSUCODE-1839,MUNICIPALIDAD DISTRITAL DE POCOLLAY,Fondos Públicos,1235622,COMPRE-COMPRE-2-2026-OC-MDP-T-1,"ADQUISICION DE PLANTAS PARA EL CUMPLIMIENTO DE LA IOARR ""ADQUISICION DE EQUIPO DE OTROS ACTIVOS COMPLEMENTARIOS; EN EL(LA) SERVICIO DE ÁREAS VERDES DE LA SUB GERENCIA DE GESTIÓN AMBIENTAL Y RESIDUOS SÓLIDOS DISTRITO DE POCOLLAY, PROVINCIA TACNA, DEPARTAMENTO TACNA""",PE-CONSUCODE-1839,MUNICIPALIDAD DISTRITAL DE POCOLLAY,2026-08-03T20:38:00-05:00,open,Comparación de Precios,goods,goods,88700.0,PEN,Soles,88700.0,2026-08-03T00:00:00-05:00,2026-08-03T00:00:00-05:00,3,False,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,,,,,,,"ADQUISICION DE EQUIPO DE OTROS ACTIVOS COMPLEMENTARIOS; EN EL(LA) SERVICIO DE ÁREAS VERDES DE LA SUB GERENCIA DE GESTIÓN AMBIENTAL Y RESIDUOS SÓLIDOS  DISTRITO DE POCOLLAY, PROVINCIA TACNA, DEPARTAMENTO TACNA",2698402
ocds-dgv273-seacev3-1242116,ocds-dgv273-seacev3-1242116-2026-08-26T10:28:09.825039-05:00,compiled,2026-08-26T10:28:09.825026-05:00,ocds-dgv273-seacev3-1242116,2026-08-26T10:28:09.825044-05:00,tender,PE-CONSUCODE-986,MUNICIPALIDAD DISTRITAL DE SINGA,Fondos Públicos,1242116,LP-ABR-2-2026-MDS/CS-1,CONTRATACIÓN PARA LA EJECUCIÓN DE LA OBRA: ¿MEJORAMIENTO DEL SERVICIO DE PRACTICA DEPORTIVO Y/O RECREATIVO EN EL CENTRO POBLADO SANTA ROSA DE PAMPAN DISTRITO DE SINGA DE LA PROVINCIA DE HUAMALIES DEL DEPARTAMENTO DE HUÁNUCO¿ CUI: 2682434.,PE-CONSUCODE-986,MUNICIPALIDAD DISTRITAL DE SINGA,2026-08-20T11:03:00-05:00,,Licitación Pública Abreviada,works,works,888644.15,PEN,Soles,888644.15,2026-08-20T00:00:00-05:00,2026-08-20T00:00:00-05:00,,True,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,,,,2026-08-21T00:01:00-05:00,2026-08-25T23:59:00-05:00,4,MEJORAMIENTO DEL SERVICIO DE PRÁCTICA DEPORTIVA Y/O RECREATIVA EN EL CENTRO POBLADO DE SANTA ROSA DE PAMPAN   DISTRITO DE SINGA DE LA PROVINCIA DE HUAMALIES DEL DEPARTAMENTO DE HUANUCO,2682434
ocds-dgv273-seacev3-1240189,ocds-dgv273-seacev3-1240189-2026-08-26T10:28:09.708686-05:00,compiled,2026-08-26T10:28:09.708673-05:00,ocds-dgv273-seacev3-1240189,2026-08-26T10:28:09.708691-05:00,tender,PE-CONSUCODE-10567,GOBIERNO REGIONAL DE PUNO-AGRICULTURA,Fondos Públicos,1240189,LP-ABR-8-2026-GRDAP/DEC-1,"SUMINISTRO DE GASOHOL REGULAR PARA EL CUMPLIMIENTO DE LAS ACTIVIDADES DE LOS COMPONENTES I, II, III Y IV DEL PROYECTO: MEJORAMIENTO DE CAPACIDADES PARA EL DESARROLLO INTEGRAL DE LOS CULTIVOS DE FRUTALES EN LA SELVA DE LAS PROVINCIAS DE SANDIA Y CARABAYA DEL DEPARTAMENTO DE PUNO, SEGÚN ESPECIFICACION",PE-CONSUCODE-10567,GOBIERNO REGIONAL DE PUNO-AGRICULTURA,2026-08-10T22:47:00-05:00,,Licitación Pública Abreviada,goods,goods,101191.0,PEN,Soles,101191.0,2026-08-10T00:00:00-05:00,2026-08-10T00:00:00-05:00,2,False,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,,,,2026-08-11T00:01:00-05:00,2026-08-13T23:59:00-05:00,2,MEJORAMIENTO DE CAPACIDADES PARA EL DESARROLLO INTEGRAL DE LOS CULTIVOS DE FRUTALES EN LA SELVA DE LAS PROVINCIAS DE SANDIA Y CARABAYA DEL  DEPARTAMENTO DE PUNO,2470873
ocds-dgv273-seacev3-1241546,ocds-dgv273-seacev3-1241546-2026-08-26T10:28:07.859870-05:00,compiled,2026-08-26T10:28:07.859857-05:00,ocds-dgv273-seacev3-1241546,2026-08-26T10:28:07.859875-05:00,tender,PE-CONSUCODE-48,GOBIERNO REGIONAL DE PIURA SEDE CENTRAL,Fondos Públicos,1241546,LP-ABR-7-2026-GRP-GRI-C-LPAO-1,"EJECUCION DE OBRA MEJORAMIENTO DEL SERVICIO VIAL DE LAS CALLES EN EL ASENTAMIENTO HUMANO CHICLAYITO, DISTRITO DE CASTILLA PIURA  PIURA CUI N 2244636",PE-CONSUCODE-48,GOBIERNO REGIONAL DE PIURA SEDE CENTRAL,2026-08-14T18:14:00-05:00,,Licitación Pública Abreviada,works,works,20095521.91,PEN,Soles,20095521.91,2026-08-14T00:00:00-05:00,2026-08-14T00:00:00-05:00,,True,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,,,,2026-08-15T00:01:00-05:00,2026-08-19T23:59:00-05:00,4,"MEJORAMIENTO DEL SERVICIO VIAL DE LAS CALLES EN EL ASENTAMIENTO HUMANO CHICLAYITO, DISTRITO DE CASTILLA - PIURA - PIURA",2244636
ocds-dgv273-seacev3-1241781,ocds-dgv273-seacev3-1241781-2026-08-26T10:28:07.422884-05:00,compiled,2026-08-26T10:28:07.422871-05:00,ocds-dgv273-seacev3-1241781,2026-08-26T10:28:07.422889-05:00,tender,PE-CONSUCODE-2543,SEGURO SOCIAL DE  SALUD,Fondos Públicos,1241781,DIRECTA-DIRECTA-15-2026-ESSALUD-RPA-1,"CONTRATACION DE SERVICIO MANTENIMIENTO PREVENTIVO Y CORRECTIVO DEL TOMOGRAFO COMPUTARIZADO DE ALTA GAMA, MARCA GENERAL ELECTRIC DEL SERVICIO DE ECOGRAFIA Y TOMOGRAFIA DEL HNGAI, POR UN PERIODO DE 24 MESES",PE-CONSUCODE-2543,SEGURO SOCIAL DE  SALUD,2026-08-17T11:35:00-05:00,direct,Contratación Directa,services,services,0.0,PEN,Soles,0.0,,,,True,2026-08,añoPublicacionProceso;mesPublicacionProceso,,,,,,,,
ocds-dgv273-seacev3-1243533,ocds-dgv273-seacev3-1243533-2026-08-26T10:28:07.309562-05:00,compiled,2026-08-26T10:28:07.309549-05:00,ocds-dgv273-seacev3-1243533,2026-08-26T10:28:07.309567-05:00,tender,PE-CONSUCODE-200276,ORGANISMO DE EVALUACION Y FISCALIZACION AMBIENTAL,Fondos Públicos,1243533,RES-PROC-580-2026-OEFA-CTER-1,TERCERO FISCALIZADOR - NIVEL III-TITULADO,PE-CONSUCODE-200276,ORGANISMO DE EVALUACION Y FISCALIZACION AMBIENTAL,2026-08-21T15:05:00-05:00,open,Regímen Especial,services,services,8000.0,PEN,Soles,8000.0,2026-08-21T00:00:00-05:00,2026-08-21T00:00:00-05:00,1,False,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,8000.0,PEN,Soles,,,,,
ocds-dgv273-seacev3-1240670,ocds-dgv273-seacev3-1240670-2026-08-26T10:28:03.118078-05:00,compiled,2026-08-26T10:28:03.118064-05:00,ocds-dgv273-seacev3-1240670,2026-08-26T10:28:03.118084-05:00,tender,PE-CONSUCODE-1039,MUNICIPALIDAD PROVINCIAL DE CHINCHA - CHINCHA ALTA,Fondos Públicos,1240670,SIE-SIE-5-2026-MPCH-OC-1,ADQUISICIÓN DE COMBUSTIBLE DIESEL B5 S50 PARA LAS UNIDADES VEHICULARES DE LA MPCH,PE-CONSUCODE-1039,MUNICIPALIDAD PROVINCIAL DE CHINCHA - CHINCHA ALTA,2026-08-12T10:29:00-05:00,open,Subasta Inversa Electrónica,goods,goods,599887.0,PEN,Soles,599887.0,2026-08-12T00:00:00-05:00,2026-08-12T00:00:00-05:00,2,False,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,,,,,,,,
ocds-dgv273-seacev3-1240490,ocds-dgv273-seacev3-1240490-2026-08-25T10:17:43.388040-05:00,compiled,2026-08-25T10:17:43.388028-05:00,ocds-dgv273-seacev3-1240490,2026-08-25T10:17:43.388045-05:00,tender,PE-CONSUCODE-1986,PATRONATO DEL PARQUE DE LAS LEYENDAS - FELIPE BENAVIDES BARREDA,Fondos Públicos,1240490,CP-ABR-5-2026-PATPAL-FBB/MML-2,CONTRATACIÓN DEL SERVICIO PARA LA MEDICIÓN DEL VALOR DE SERVICIO ACTUAL DE LA PROPIEDAD PLANTA Y EQUIPO (TERRENO Y EDIFICACIONES) DEL PATPAL-FBB DE LA SEDE SAN MIGUEL Y SEDE HUACHIPA.,PE-CONSUCODE-1986,PATRONATO DEL PARQUE DE LAS LEYENDAS - FELIPE BENAVIDES BARREDA,2026-08-11T19:20:00-05:00,,Concurso Público Abreviado,services,services,0.0,PEN,Soles,0.0,2026-08-11T00:00:00-05:00,2026-08-11T00:00:00-05:00,,True,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,,,,2026-08-12T00:01:00-05:00,2026-08-17T23:59:00-05:00,5,,
ocds-dgv273-seacev3-1241857,ocds-dgv273-seacev3-1241857-2026-08-25T10:17:38.231348-05:00,compiled,2026-08-25T10:17:38.231336-05:00,ocds-dgv273-seacev3-1241857,2026-08-25T10:17:38.231354-05:00,tender,PE-CONSUCODE-43,GOBIERNO REGIONAL DE LAMBAYEQUE Sede Central,Fondos Públicos,1241857,LP-ABR-21-2026-GR.LAMB/C-1,"ADQUISICIÓN DE MAQUINARIA AGRÍCOLA, PARA EL PLAN DE NEGOCIO: ¿MEJORAMIENTO DE LA PRODUCCION DE PALTA HASS CON LA IMPLEMENTACIÓN MAQUINARIA Y EQUIPO TECNOLÓGICO DE LA EMPRESA BIOSAVE S.C.R.L DEL DISTRITO DE CHICLAYO, PROVINCIA DE CHICLAYO, DEPARTAMENTO DE LAMBAYEQUE¿. META 427 - CUI N° 2692401",PE-CONSUCODE-43,GOBIERNO REGIONAL DE LAMBAYEQUE Sede Central,2026-08-17T14:19:00-05:00,,Licitación Pública Abreviada,goods,goods,0.0,PEN,Soles,0.0,2026-08-17T00:00:00-05:00,2026-08-17T00:00:00-05:00,,True,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,,,,2026-08-18T00:01:00-05:00,2026-08-20T23:59:00-05:00,2,,
ocds-dgv273-seacev3-1244119,ocds-dgv273-seacev3-1244119-2026-08-25T10:17:32.231055-05:00,compiled,2026-08-25T10:17:32.231042-05:00,ocds-dgv273-seacev3-1244119,2026-08-25T10:17:32.231060-05:00,tender,PE-CONSUCODE-10494,GOBIERNO REGIONAL DE LA LIBERTAD-EDUCACION USE ASCOPE,Fondos Públicos,1244119,LP-ABR-2-2026-UGEL-ASCOPE-1,ADQUISICIÓN DE TARROS DE LECHE EVAPORADA ENTERA PARA EL PERSONAL ADMINISTRATIVO DEL D. L. Nº 276 DE LA JURISDICCIÓN DE LA UNIDAD DE GESTIÓN EDUCATIVA LOCAL DE ASCOPE SINDICALIZADOS A SITASE ASCOPE BASE DE  LA FEDERACIÓN NACIONAL DE TRABAJADORES ADMINISTRATIVOS DEL SECTOR EDUCACIÓN REGION LA LIBERTAD,PE-CONSUCODE-10494,GOBIERNO REGIONAL DE LA LIBERTAD-EDUCACION USE ASCOPE,2026-08-24T22:54:00-05:00,,Licitación Pública Abreviada,goods,goods,0.0,PEN,Soles,0.0,2026-08-24T00:00:00-05:00,2026-08-24T00:00:00-05:00,,False,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,,,,2026-08-25T00:01:00-05:00,2026-08-27T23:59:00-05:00,2,,
ocds-dgv273-seacev3-1241115,ocds-dgv273-seacev3-1241115-2026-08-25T10:17:31.697518-05:00,compiled,2026-08-25T10:17:31.697505-05:00,ocds-dgv273-seacev3-1241115,2026-08-25T10:17:31.697523-05:00,tender,PE-CONSUCODE-200096,MUNICIPALIDAD DISTRITAL DE CORONEL GREGORIO ALBARRACIN LANCHIPA,Fondos Públicos,1241115,CP-ABR-12-2026-MDCGAL-1,"CONTRATACION DE LA SUPERVISION DE LA EJECUCION DE OBRA: IOARR RENOVACION DE CALZADA Y SEPARADOR CENTRAL O LATERAL; EN EL(LA) AV. LA BOHEMIA TACNEÑA TRAMO AV. LOS POETAS-AV. VIÑANI, DISTRITO DE CORONEL GREGORIO ALBARRACIN LANCHIPA, PROVINCIA TACNA, DEPARTAMENTO TACNA",PE-CONSUCODE-200096,MUNICIPALIDAD DISTRITAL DE CORONEL GREGORIO ALBARRACIN LANCHIPA,2026-08-14T14:14:00-05:00,,Concurso Público Abreviado,services,services,0.0,PEN,Soles,0.0,2026-08-14T00:00:00-05:00,2026-08-14T00:00:00-05:00,,True,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,,,,2026-08-15T00:01:00-05:00,2026-08-19T23:59:00-05:00,4,,
ocds-dgv273-seacev3-1240612,ocds-dgv273-seacev3-1240612-2026-08-25T10:17:28.224073-05:00,compiled,2026-08-25T10:17:28.224060-05:00,ocds-dgv273-seacev3-1240612,2026-08-25T10:17:28.224078-05:00,tender,PE-CONSUCODE-291,MUNICIPALIDAD DISTRITAL DE MANCOS,Fondos Públicos,1240612,LP-ABR-4-2026-MDM/CE-1,CONTRATACIÓN DE LA EJECUCION DE LA OBRA: CREACIÓN DEL SERVICIO DE PRÁCTICA DEPORTIVA Y/O RECREATIVA EN LA LOSA MULTIFUNCIONAL DEL CASERIO DE PUTACA DE CENTRO POBLADO HUAYPAN DISTRITO DE MANCOS DE LA PROVINCIA DE YUNGAY DEL DEPARTAMENTO DE ANCASH CON CUI N° 2687755- PRIMERA ETAPA,PE-CONSUCODE-291,MUNICIPALIDAD DISTRITAL DE MANCOS,2026-08-12T23:07:00-05:00,,Licitación Pública Abreviada,works,works,0.0,PEN,Soles,0.0,2026-08-12T00:00:00-05:00,2026-08-12T00:00:00-05:00,,True,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,,,,2026-08-13T00:01:00-05:00,2026-08-17T23:59:00-05:00,4,CREACION DEL SERVICIO DE PRÁCTICA DEPORTIVA Y/O RECREATIVA EN LA LOSA MULTIFUNCIONAL DEL CASERIO DE PUTACA  DE CENTRO POBLADO HUAYPAN DISTRITO DE MANCOS DE LA PROVINCIA DE YUNGAY DEL DEPARTAMENTO DE ANCASH,2687755
ocds-dgv273-seacev3-1238900,ocds-dgv273-seacev3-1238900-2026-08-25T10:17:10.496143-05:00,compiled,2026-08-25T10:17:10.496130-05:00,ocds-dgv273-seacev3-1238900,2026-08-25T10:17:10.496148-05:00,tender,PE-CONSUCODE-51,GOBIERNO REGIONAL DE TACNA Sede Central,Fondos Públicos,1238900,LP-ABR-31-2026-GOB.REG.TACNA-1,"ADQUISICIÓN DE MONITOR DE FUNCIONES VITALES PARA EL IOARR: ADQUISICIÓN DE MONITOR DE FUNCIONES VITALES, VENTILADOR MECÁNICO, EQUIPO ECOGRAFO Y CAMA CAMILLA MULTIPROPOSITO TIPO UCI ADEMAS DE OTROS ACTIVOS EN EL LA HOSPITAL HIPOLITO UNANUE DE TACNA DISTRITO DE TACNA, PROVINCIA DE TACNA, DEPARTAMENTO.",PE-CONSUCODE-51,GOBIERNO REGIONAL DE TACNA Sede Central,2026-08-05T16:35:00-05:00,,Licitación Pública Abreviada,goods,goods,0.0,PEN,Soles,0.0,2026-08-05T00:00:00-05:00,2026-08-05T00:00:00-05:00,,True,2026-08,añoInicioConvocatoria;mesInicioConvocatoria,,,,2026-08-06T00:01:00-05:00,2026-08-11T23:59:00-05:00,5,"ADQUISICION DE MONITOR DE FUNCIONES VITALES, VENTILADOR MECANICO, EQUIPO ECOGRAFO Y CAMA CAMILLA MULTIPROPOSITO TIPO UCI; ADEMÁS DE OTROS ACTIVOS EN EL(LA) HOSPITAL HIPOLITO UNANUE DE TACNA  DISTRITO DE TACNA, PROVINCIA TACNA, DEPARTAMENTO TACNA",2607723
