ocid,compiledRelease/id,compiledRelease/tag,compiledRelease/date,compiledRelease/ocid,compiledRelease/publishedDate,compiledRelease/initiationType,compiledRelease/buyer/id,compiledRelease/buyer/name,compiledRelease/planning/budget/description,compiledRelease/planning/budget/project,compiledRelease/planning/budget/projectID,compiledRelease/tender/id,compiledRelease/tender/title,compiledRelease/tender/description,compiledRelease/tender/procuringEntity/id,compiledRelease/tender/procuringEntity/name,compiledRelease/tender/datePublished,compiledRelease/tender/procurementMethodDetails,compiledRelease/tender/mainProcurementCategory,compiledRelease/tender/additionalProcurementCategories,compiledRelease/tender/value/amount,compiledRelease/tender/value/currency,compiledRelease/tender/value/currencyName,compiledRelease/tender/value/amount_PEN,compiledRelease/tender/tenderPeriod/startDate,compiledRelease/tender/tenderPeriod/endDate,compiledRelease/tender/enquiryPeriod/startDate,compiledRelease/tender/enquiryPeriod/endDate,compiledRelease/tender/enquiryPeriod/durationInDays,compiledRelease/tender/hasTenderInformationProtectedByLaw,compiledRelease/dataSegmentation/id,compiledRelease/dataSegmentation/criteria,compiledRelease/tender/procurementMethod,compiledRelease/planning/budget/amount/amount,compiledRelease/planning/budget/amount/currency,compiledRelease/planning/budget/amount/currencyName,compiledRelease/tender/numberOfTenderers
ocds-dgv273-seacev3-1230577,ocds-dgv273-seacev3-1230577-2026-08-07T10:22:26.500835-05:00,compiled,2026-08-07T10:22:26.500820-05:00,ocds-dgv273-seacev3-1230577,2026-08-07T10:22:26.500841-05:00,tender,PE-CONSUCODE-10247,EJERCITO PERUANO,Fondos Públicos,,,1230577,SIE-SIE-1-2026-EP/UO 0822-2,SUMINISTRO DE ALIMENTACION PARA EL PERSONAL MILITAR (PTSMV) DE LA AVIACION DEL EJERCITO,PE-CONSUCODE-10247,EJERCITO PERUANO,2026-07-02T17:27:00-05:00,Subasta Inversa Electrónica,goods,goods,111373.07,PEN,Soles,111373.07,2026-07-02T00:00:00-05:00,2026-07-02T00:00:00-05:00,,,,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,open,111373.07,PEN,Soles,12
ocds-dgv273-seacev3-1231535,ocds-dgv273-seacev3-1231535-2026-08-07T10:22:26.020522-05:00,compiled,2026-08-07T10:22:26.020509-05:00,ocds-dgv273-seacev3-1231535,2026-08-07T10:22:26.020527-05:00,tender,PE-CONSUCODE-1984,OFICINA DE NORMALIZACION PREVISIONAL,Fondos Públicos,,,1231535,LP-ABR-2-2026-ONP-1,Adquisición de herramienta de análisis de vulnerabilidad de red y aplicaciones para servidores en centro de datos,PE-CONSUCODE-1984,OFICINA DE NORMALIZACION PREVISIONAL,2026-07-07T17:07:00-05:00,Licitación Pública Abreviada,goods,goods,0.0,PEN,Soles,0.0,2026-07-07T00:00:00-05:00,2026-07-07T00:00:00-05:00,2026-07-08T00:01:00-05:00,2026-07-13T23:59:00-05:00,5,True,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,,,,,
ocds-dgv273-seacev3-1235036,ocds-dgv273-seacev3-1235036-2026-08-07T10:22:20.233335-05:00,compiled,2026-08-07T10:22:20.233321-05:00,ocds-dgv273-seacev3-1235036,2026-08-07T10:22:20.233340-05:00,tender,PE-CONSUCODE-1566,MUNICIPALIDAD DISTRITAL DE TINYAHUARCO,Fondos Públicos,CREACION DEL SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL EN EL JR. JUNIN VILLA DE PASCO DEL DISTRITO DE TINYAHUARCO - PROVINCIA DE PASCO - DEPARTAMENTO DE PASCO,2442253,1235036,LP-ABR-3-2026-MDFT/OBRAS-1,"ejecución de la obra denominada ¿CREACION DEL SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL EN EL JR. JUNIN VILLA DE PASCO DEL DISTRITO DE TINYAHUARCO - PROVINCIA DE PASCO - DEPARTAMENTO DE PASCO¿, CON CUI Nº 2442253",PE-CONSUCODE-1566,MUNICIPALIDAD DISTRITAL DE TINYAHUARCO,2026-07-17T17:36:00-05:00,Licitación Pública Abreviada,works,works,1856602.22,PEN,Soles,1856602.22,2026-07-17T00:00:00-05:00,2026-07-17T00:00:00-05:00,2026-07-18T00:01:00-05:00,2026-08-04T23:59:00-05:00,17,True,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,,,,,
ocds-dgv273-seacev3-1236445,ocds-dgv273-seacev3-1236445-2026-08-07T10:22:20.086915-05:00,compiled,2026-08-07T10:22:20.086902-05:00,ocds-dgv273-seacev3-1236445,2026-08-07T10:22:20.086920-05:00,tender,PE-CONSUCODE-10231,MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE DESCENTRALIZADO - PROVIAS DESCENTRALIZADO,Fondos Públicos,PROGRAMA DE INFRAESTRUCTURA VIAL PARA LA COMPETITIVIDAD REGIONAL - PROREGIÓN 2,2605502,1236445,CONV-PROC-19-2026-MTC/21-CCII-1,CONSULTORÍA INDIVIDUAL DE UN (A) ESPECIALISTA EN PROCESOS DE SELECCIÓN DE PROREGION PARA EL EQUIPO DE TRABAJO DE ABASTECIMIENTO Y CONTROL PATRIMONIAL.,PE-CONSUCODE-10231,MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE DESCENTRALIZADO - PROVIAS DESCENTRALIZADO,2026-07-22T18:50:00-05:00,Convenio,services,services,72000.0,PEN,Soles,72000.0,2026-07-20T00:00:00-05:00,2026-07-20T00:00:00-05:00,,,,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,open,72000.0,PEN,Soles,3
ocds-dgv273-seacev3-1235694,ocds-dgv273-seacev3-1235694-2026-08-07T10:22:19.910194-05:00,compiled,2026-08-07T10:22:19.910181-05:00,ocds-dgv273-seacev3-1235694,2026-08-07T10:22:19.910199-05:00,tender,PE-CONSUCODE-200033,MUNICIPALIDAD DISTRITAL DE SAN JUAN BAUTISTA - LORETO,Fondos Públicos,,,1235694,SIE-SIE-1-2026-DEC-MDSJB-1,CONTRATACIÓN DE BIENES: ADQUISICIÓN DE COMBUSTIBLE DE 84 OCTANOS Y REGULAR (90 OCTANOS) PARA ABASTECER LAS UNIDADES MOVILES DE LA MUNICIPALIDAD DISTRITAL DE SAN JUAN BAUTISTA,PE-CONSUCODE-200033,MUNICIPALIDAD DISTRITAL DE SAN JUAN BAUTISTA - LORETO,2026-07-21T12:35:00-05:00,Subasta Inversa Electrónica,goods,goods,1468800.0,PEN,Soles,1468800.0,2026-07-21T00:00:00-05:00,2026-07-21T00:00:00-05:00,,,,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,open,,,,2
ocds-dgv273-seacev3-1230563,ocds-dgv273-seacev3-1230563-2026-08-07T10:22:19.816855-05:00,compiled,2026-08-07T10:22:19.816842-05:00,ocds-dgv273-seacev3-1230563,2026-08-07T10:22:19.816860-05:00,tender,PE-CONSUCODE-10247,EJERCITO PERUANO,Fondos Públicos,,,1230563,LP-ABR-2-2026-EP/UO 0822-2,SUMINISTRO DE ALIMENTACIÓN PARA EL PERSONAL MILITAR (PTSMV)  DE LA AVIACIÓN DEL EJÉRCITO,PE-CONSUCODE-10247,EJERCITO PERUANO,2026-07-02T17:26:00-05:00,Licitación Pública Abreviada,goods,goods,109227.02,PEN,Soles,109227.02,2026-07-02T00:00:00-05:00,2026-07-02T00:00:00-05:00,2026-07-03T00:01:00-05:00,2026-07-07T23:59:00-05:00,4,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,,109227.01999999999,PEN,Soles,13
ocds-dgv273-seacev3-1237466,ocds-dgv273-seacev3-1237466-2026-08-07T10:22:19.346413-05:00,compiled,2026-08-07T10:22:19.346400-05:00,ocds-dgv273-seacev3-1237466,2026-08-07T10:22:19.346418-05:00,tender,PE-CONSUCODE-634,MUNICIPALIDAD DISTRITAL DE HUASMIN,Fondos Públicos,"RENOVACION DE PUENTE; EN EL(LA) CAMINO VECINAL C.P. EL TINGO - C.P. SAN ISIDRO (EMP.CA-100) RUTA R0603018 (PUENTE CHILIPAMPA)  DISTRITO DE HUASMIN, PROVINCIA CELENDIN, DEPARTAMENTO CAJAMARCA",2707285,1237466,DIRECTA-DIRECTA-5-2026-MDH/CS-1,"SUPERVISION DE EJECUCION DE LA OBRA: RENOVACIÓN DE PUENTE; EN EL(LA) CAMINO VECINAL C.P. EL TINGO - C.P. SAN ISIDRO (EMP.CA-100) RUTA R0603018 (PUENTE CHILIPAMPA), DISTRITO DE HUASMÍN, PROVINCIA CELENDÍN, DEPARTAMENTO CAJAMARCA. CUI N° 2707285",PE-CONSUCODE-634,MUNICIPALIDAD DISTRITAL DE HUASMIN,2026-07-30T22:00:00-05:00,Contratación Directa,services,services,144092.54,PEN,Soles,144092.54,,,,,,False,2026-07,añoPublicacionProceso;mesPublicacionProceso,direct,144092.53999999998,PEN,Soles,4
ocds-dgv273-seacev3-2026-200190-18,ocds-dgv273-seacev3-2026-200190-18-2026-08-07T10:22:19.314318-05:00,compiled,2026-08-07T10:22:19.314305-05:00,ocds-dgv273-seacev3-2026-200190-18,2026-08-07T10:22:19.314323-05:00,tender,PE-CONSUCODE-200190,EMPRESA DE SERVICIO PUBLICO DE ELECTRICIDAD DEL NOR OESTE DEL PERU S.A. ELECTRO NOR OESTE SA,Fondos Públicos,,,1230143,CP-ABR-22-2026-ELECTRONOROESTE SA (ENOSA)-1,"SERVICIO DE MANTENIMIENTO PREVENTIVO, MANTENIMIENTO CORRECTIVO E INSTALACIÓN DE NUEVOS ENLACES DE FIBRA OPTICA EN ELECTRONOROESTE S.A.",PE-CONSUCODE-200190,EMPRESA DE SERVICIO PUBLICO DE ELECTRICIDAD DEL NOR OESTE DEL PERU S.A. ELECTRO NOR OESTE SA,2026-07-01T17:13:00-05:00,Concurso Público Abreviado,services,services,0.0,PEN,Soles,0.0,2026-07-01T00:00:00-05:00,2026-07-01T00:00:00-05:00,2026-07-02T00:01:00-05:00,2026-07-08T23:59:00-05:00,6,True,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,,,,,
ocds-dgv273-seacev3-1230731,ocds-dgv273-seacev3-1230731-2026-08-07T10:22:19.079656-05:00,compiled,2026-08-07T10:22:19.079643-05:00,ocds-dgv273-seacev3-1230731,2026-08-07T10:22:19.079662-05:00,tender,PE-CONSUCODE-17,MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS,Fondos Públicos,,,1230731,DIRECTA-DIRECTA-10-2026-JUS-1,"SERVICIO DE SEGURIDAD Y VIGILANCIA PARA LAS SEDES DE LOS DEPARTAMENTOS DE AMAZONAS, ANCASH, CAJAMARCA, HUÁNUCO, LA LIBERTAD, LAMBAYEQUE, LORETO, PASCO, PIURA, SAN MARTÍN Y TUMBES, DEL MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS.",PE-CONSUCODE-17,MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS,2026-07-02T21:10:00-05:00,Contratación Directa,services,services,6068325.31,PEN,Soles,6068325.31,,,,,,False,2026-07,añoPublicacionProceso;mesPublicacionProceso,direct,,,,1
ocds-dgv273-seacev3-1235107,ocds-dgv273-seacev3-1235107-2026-08-07T10:22:19.047384-05:00,compiled,2026-08-07T10:22:19.047370-05:00,ocds-dgv273-seacev3-1235107,2026-08-07T10:22:19.047389-05:00,tender,PE-CONSUCODE-26,MINISTERIO PUBLICO,Fondos Públicos,,,1235107,DIRECTA-DIRECTA-23-2026-MP-FN-1,Servicio de arrendamiento de inmueble para el Funcionamiento de la Fiscalía Provincial Mixta de Jorge Basadre del Distrito Fiscal de Tacna,PE-CONSUCODE-26,MINISTERIO PUBLICO,2026-07-17T19:25:00-05:00,Contratación Directa,services,services,0.0,PEN,Soles,0.0,,,,,,True,2026-07,añoPublicacionProceso;mesPublicacionProceso,direct,,,,
ocds-dgv273-seacev3-1232925,ocds-dgv273-seacev3-1232925-2026-08-07T10:22:18.925283-05:00,compiled,2026-08-07T10:22:18.925270-05:00,ocds-dgv273-seacev3-1232925,2026-08-07T10:22:18.925289-05:00,tender,PE-CONSUCODE-1899,UNIVERSIDAD NACIONAL DEL CENTRO DEL PERU,Fondos Públicos,,,1232925,INTER-PROC-2-2026-UNCP-1,SERVICIO DE CAPACITACIÓN EN ESCRITURA DE ARTÍCULOS DE REVISIÓN SISTEMÁTICA,PE-CONSUCODE-1899,UNIVERSIDAD NACIONAL DEL CENTRO DEL PERU,2026-07-10T16:21:00-05:00,Contratación Internacional,services,services,1200.0,USD,Dólar Norteamericano,4082.4,2026-07-10T00:00:00-05:00,2026-07-10T00:00:00-05:00,,,,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,open,4082.4,PEN,Soles,1
ocds-dgv273-seacev3-1235557,ocds-dgv273-seacev3-1235557-2026-08-07T10:22:18.892158-05:00,compiled,2026-08-07T10:22:18.892145-05:00,ocds-dgv273-seacev3-1235557,2026-08-07T10:22:18.892163-05:00,tender,PE-CONSUCODE-10231,MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE DESCENTRALIZADO - PROVIAS DESCENTRALIZADO,Fondos Públicos,PROGRAMA DE INFRAESTRUCTURA VIAL PARA LA COMPETITIVIDAD REGIONAL - PROREGIÓN 2,2605502,1235557,CONV-PROC-13-2026-MTC/21-CCII-1,CONSULTORÍA INDIVIDUAL DE ESPECIALISTA EN CONTROL Y GESTIÓN DE PROYECTOS EN EL MARCO DE PROREGION,PE-CONSUCODE-10231,MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE DESCENTRALIZADO - PROVIAS DESCENTRALIZADO,2026-07-20T21:15:00-05:00,Convenio,services,services,60000.0,PEN,Soles,60000.0,2026-07-14T00:00:00-05:00,2026-07-14T00:00:00-05:00,,,,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,open,60000.0,PEN,Soles,3
ocds-dgv273-seacev3-1235315,ocds-dgv273-seacev3-1235315-2026-08-07T10:22:18.550234-05:00,compiled,2026-08-07T10:22:18.550221-05:00,ocds-dgv273-seacev3-1235315,2026-08-07T10:22:18.550239-05:00,tender,PE-CONSUCODE-1510,MUNICIPALIDAD PROVINCIAL DE REQUENA,Fondos Públicos,CREACION DEL SERVICIO DEPORTIVO DE LA COMUNIDAD NATIVA YARINA DEL DISTRITO DE REQUENA - PROVINCIA DE REQUENA - DEPARTAMENTO DE LORETO,2524630,1235315,LP-ABR-5-2026-COMITE-MPR-2,CREACION DEL SERVICIO DEPORTIVO DE LA COMUNIDAD NATIVA YARINA DEL DISTRITO DE REQUENA - PROVINCIA DE REQUENA - DEPARTAMENTO DE LORETO CUI 2524630,PE-CONSUCODE-1510,MUNICIPALIDAD PROVINCIAL DE REQUENA,2026-07-20T17:26:00-05:00,Licitación Pública Abreviada,works,works,1777142.43,PEN,Soles,1777142.43,2026-07-20T00:00:00-05:00,2026-07-20T00:00:00-05:00,2026-07-21T00:01:00-05:00,2026-07-24T23:59:00-05:00,3,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,,,,,4
ocds-dgv273-seacev3-1238988,ocds-dgv273-seacev3-1238988-2026-08-07T10:22:18.450425-05:00,compiled,2026-08-07T10:22:18.450411-05:00,ocds-dgv273-seacev3-1238988,2026-08-07T10:22:18.450431-05:00,tender,PE-CONSUCODE-200446,UNIDAD EJECUTORA 002 CONSERVACION DE BOSQUES,Fondos Públicos,,,1238988,CONV-PROC-15-2026-FIP/BID-1,"SERVICIO DE OPERADOR LOGÍSTICO PARA EL FORTALECIMIENTO DE CAPACIDADES EN MONITOREO Y VIGILANCIA COMUNAL PARA COMUNIDADES NATIVAS DE LOS ÀMBITOS DE SAN MARTIN, LORETO, MADRE DE DIOS, PASCO, JUNÍN, AMAZONAS Y CUSCO - PIP 04",PE-CONSUCODE-200446,UNIDAD EJECUTORA 002 CONSERVACION DE BOSQUES,2026-08-05T12:09:00-05:00,Convenio,services,services,502812.8,PEN,Soles,502812.8,2026-07-01T00:00:00-05:00,2026-07-01T00:00:00-05:00,,,,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,open,502812.8,PEN,Soles,1
ocds-dgv273-seacev3-1230633,ocds-dgv273-seacev3-1230633-2026-08-07T10:22:17.962476-05:00,compiled,2026-08-07T10:22:17.962463-05:00,ocds-dgv273-seacev3-1230633,2026-08-07T10:22:17.962482-05:00,tender,PE-CONSUCODE-37,GOBIERNO REGIONAL DE CUSCO SEDE CENTRAL,Fondos Públicos,,,1230633,LP-SM-9-2026-GR CUSCO-1,CONTRATACION DE EQUIPOS PARA LABORATORIO PARA EL PROYECTO MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE SALUD DEL ESTABLECIMIENTO DE SALUD DE BELENPAMPA - DISTRITO DE SANTIAGO- PROVINCIA DE CUSCO - REGION CUSCO,PE-CONSUCODE-37,GOBIERNO REGIONAL DE CUSCO SEDE CENTRAL,2026-07-02T18:06:00-05:00,Licitación Pública,goods,goods,0.0,PEN,Soles,0.0,2026-07-02T00:00:00-05:00,2026-07-02T00:00:00-05:00,2026-07-03T00:01:00-05:00,2026-07-13T23:59:00-05:00,10,True,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,open,,,,
ocds-dgv273-seacev3-1236859,ocds-dgv273-seacev3-1236859-2026-08-07T10:22:16.997494-05:00,compiled,2026-08-07T10:22:16.997481-05:00,ocds-dgv273-seacev3-1236859,2026-08-07T10:22:16.997499-05:00,tender,PE-CONSUCODE-37,GOBIERNO REGIONAL DE CUSCO SEDE CENTRAL,Fondos Públicos,"MEJORAMIENTO DE LOS SERVICIOS DE SALUD, EN EL CENTRO DE SALUD INDEPENDENCIA DEL DISTRITO DE CUSCO - PROVINCIA DE CUSCO - DEPARTAMENTO DE CUSCO",2470311,1236859,LP-ABR-17-2026-GR CUSCO-2,"CONTRATACION DE BIENES DE SISTEMA AUTOCONTENIDOS CON REFRIGERACIÓN DE PRECISIÓN Y OTROS SISTEMAS COMPLEMENTARIOS PARA EL PROYECTO (0155): MEJORAMIENTO DE LOS SERVICIOS DE SALUD, EN EL CENTRO DE SALUD INDEPENDENCIA DEL DISTRITO DE CUSCO - PROVINCIA DE CUSCO-DEPARTAMENTO DE CUSCO",PE-CONSUCODE-37,GOBIERNO REGIONAL DE CUSCO SEDE CENTRAL,2026-07-24T16:09:00-05:00,Licitación Pública Abreviada,goods,goods,0.0,PEN,Soles,0.0,2026-07-24T00:00:00-05:00,2026-07-24T00:00:00-05:00,2026-07-25T00:01:00-05:00,2026-08-03T23:59:00-05:00,9,True,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,,,,,
ocds-dgv273-seacev3-1235681,ocds-dgv273-seacev3-1235681-2026-08-07T10:22:16.941748-05:00,compiled,2026-08-07T10:22:16.941735-05:00,ocds-dgv273-seacev3-1235681,2026-08-07T10:22:16.941753-05:00,tender,PE-CONSUCODE-807,MUNICIPALIDAD DISTRITAL DE COPORAQUE - ESPINAR,Fondos Públicos,"CREACION Y MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VIAL DE LOS CAMINOS VECINALES EN LOS SECTORES: AGRUPACION VECINAL-MAYO PATA, CHULLO-LLACHUNI, SALUD-ISKEYRUMIYOQ, THURPA ALTA, THURPA CENTRO, THURPA BAJA, TINTAÑA, BAJO OQUEHUIRE, ALTO OQUEHUIRE, HUAÑAMAYO, TOMADERO, ACHACUIRE Y CHULLO MAYO DE LA COMUNIDAD CAMPESINA DE URINSAYA DEL DISTRITO DE COPORAQUE - PROVINCIA DE ESPINAR - DEPARTAMENTO DE CUSCO",2502554,1235681,SIE-SIE-3-2026-MDC-1,"ADQUISICION  DE COMBUSTIBLE PARA EL PROYECTO CREACION Y MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VIAL DE LOS CAMINOS VECINALES EN LOS SECTORES AGRUPACION VECINAL MAYO PATA, CHULLO LLACHUNI, SALUD ISKEYRUMIYOQ, THURPA ALTA, THURPA CENTRO, ALTO OQUEHUIRE, HUAÑAMAYO, TOMADERO, ACHACUIRE Y CHULLO MA",PE-CONSUCODE-807,MUNICIPALIDAD DISTRITAL DE COPORAQUE - ESPINAR,2026-07-21T10:30:00-05:00,Subasta Inversa Electrónica,goods,goods,145892.0,PEN,Soles,145892.0,2026-07-21T00:00:00-05:00,2026-07-21T00:00:00-05:00,,,,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,open,,,,2
ocds-dgv273-seacev3-1231846,ocds-dgv273-seacev3-1231846-2026-08-07T10:22:16.895360-05:00,compiled,2026-08-07T10:22:16.895348-05:00,ocds-dgv273-seacev3-1231846,2026-08-07T10:22:16.895366-05:00,tender,PE-CONSUCODE-216,MUNICIPALIDAD DISTRITAL DE HUACCHIS,Fondos Públicos,"CONSTRUCCION DE LINEA DE CONDUCCION Y OBRAS DE ARTE; EN EL(LA) SERVICIO DE PROVISIÓN DE AGUA PARA RIEGO EN EL SISTEMA DE RIEGO DEL SECTOR DE TUPISH DEL CENTRO POBLADO DE YANAS DEL  DISTRITO DE HUACCHIS, PROVINCIA HUARI, DEPARTAMENTO ANCASH",2722089,1231846,LP-ABR-4-2026-MDHCC/CS-1,"CONSTRUCCION DE LINEA DE CONDUCCION Y OBRAS DE ARTE; EN EL(LA) SERVICIO DE PROVISION DE AGUA PARA RIEGO EN EL SISTEMA DE RIEGO DEL SECTOR DE TUPISH DEL CENTRO POBLADO DE YANAS DEL DISTRITO DE HUACCHIS, PROVINCIA HUARI, DEPARTAMENTO ANCASH ¿ CUI N° 2722089",PE-CONSUCODE-216,MUNICIPALIDAD DISTRITAL DE HUACCHIS,2026-07-08T17:22:00-05:00,Licitación Pública Abreviada,works,works,170256.67,PEN,Soles,170256.67,2026-07-08T00:00:00-05:00,2026-07-08T00:00:00-05:00,2026-07-09T00:01:00-05:00,2026-07-13T23:59:00-05:00,4,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,,170256.67,PEN,Soles,4
ocds-dgv273-seacev3-1235569,ocds-dgv273-seacev3-1235569-2026-08-07T10:22:16.687552-05:00,compiled,2026-08-07T10:22:16.687540-05:00,ocds-dgv273-seacev3-1235569,2026-08-07T10:22:16.687558-05:00,tender,PE-CONSUCODE-2543,SEGURO SOCIAL DE  SALUD,Fondos Públicos,,,1235569,SIE-SIE-49-2026-ESSALUD/CEABE-1,"CONTRATACIÓN DEL SUMINISTRO DE ROPA HOSPITALARIA, PARA LOS ESTABLECIMIENTOS DE SALUD DE ESSALUD, PARA ABASTECER POR DOCE (12) MESES - 10 ITEMS",PE-CONSUCODE-2543,SEGURO SOCIAL DE  SALUD,2026-07-20T22:52:00-05:00,Subasta Inversa Electrónica,goods,goods,0.0,PEN,Soles,0.0,2026-07-20T00:00:00-05:00,2026-07-20T00:00:00-05:00,,,,True,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,open,,,,
ocds-dgv273-seacev3-1238929,ocds-dgv273-seacev3-1238929-2026-08-07T10:22:16.312751-05:00,compiled,2026-08-07T10:22:16.312738-05:00,ocds-dgv273-seacev3-1238929,2026-08-07T10:22:16.312756-05:00,tender,PE-CONSUCODE-200446,UNIDAD EJECUTORA 002 CONSERVACION DE BOSQUES,Fondos Públicos,,,1238929,CONV-PROC-14-2026-FIP/BID-1,"SERVICIO DE OPERADOR LOGÍSTICO PARA LA PLANIFICACIÓN, ORGANIZACIÓN Y EJECUCIÓN DE LA PARTICIPACIÓN DE LAS COMUNIDADES NATIVAS Y PEQUEÑOS USUARIOS DEL BOSQUE DEL PIP 03 EN EVENTOS DE PROMOCIÓN COMERCIAL (FERIAS Y RUEDAS DE NEGOCIO) DURANTE EL AÑO 2026",PE-CONSUCODE-200446,UNIDAD EJECUTORA 002 CONSERVACION DE BOSQUES,2026-08-05T10:57:00-05:00,Convenio,services,services,163075.44,PEN,Soles,163075.44,2026-07-01T00:00:00-05:00,2026-07-01T00:00:00-05:00,,,,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,open,163075.44,PEN,Soles,1
ocds-dgv273-seacev3-1235162,ocds-dgv273-seacev3-1235162-2026-08-07T10:22:15.949329-05:00,compiled,2026-08-07T10:22:15.949316-05:00,ocds-dgv273-seacev3-1235162,2026-08-07T10:22:15.949334-05:00,tender,PE-CONSUCODE-27,OFICINA NACIONAL DE PROCESOS ELECTORALES,Fondos Públicos,,,1235162,CP-ABR-5-2026-FUNC-ONPE-1,SERVICIO DE SOPORTE Y MANTENIMIENTO DE LICENCIA DE MONITOREO DE SERVIDORES ¿ FUNC 2026,PE-CONSUCODE-27,OFICINA NACIONAL DE PROCESOS ELECTORALES,2026-07-17T22:48:00-05:00,Concurso Público Abreviado,services,services,0.0,PEN,Soles,0.0,2026-07-17T00:00:00-05:00,2026-07-17T00:00:00-05:00,2026-07-18T00:01:00-05:00,2026-07-22T23:59:00-05:00,4,True,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,,,,,
ocds-dgv273-seacev3-1234563,ocds-dgv273-seacev3-1234563-2026-08-07T10:22:15.929302-05:00,compiled,2026-08-07T10:22:15.929289-05:00,ocds-dgv273-seacev3-1234563,2026-08-07T10:22:15.929308-05:00,tender,PE-CONSUCODE-620,MUNICIPALIDAD DISTRITAL DE LOS BAÑOS DEL INCA,Fondos Públicos,"REUBICACION DE RED DE ALCANTARILLADO, SISTEMA DE ABASTECIMIENTO DE AGUA POTABLE, POSTE DE AMARRE Y CAMINO DE MANTENIMIENTO; EN EL(LA) AEROPUERTO MAYOR GENERAL FAP ARMANDO REVOREDO IGLESIAS  DISTRITO DE LOS BAÑOS DEL INCA, PROVINCIA CAJAMARCA, DEPARTAMENTO CAJAMARCA",2723239,1234563,LP-ABR-5-2026-MDBI-CS-1,"CONTRATACIÓN PARA LA EJECUCIÓN DE LA OBRA BAJO LA MODALIDAD DE DISEÑO Y CONSTRUCCION REUBICACION DE RED DE ALCANTARILLADO, SISTEMA DE ABASTECIMIENTO DE AGUA POTABLE POSTE DE AMARRE Y CAMINO DE MANTENIMIENTO EN EL LA AEROPUERTO MAYOR GENERAL FAP ARMANDO REVOREDO IGLESIAS DISTRITO DE LOS BAÑOS DEL INC",PE-CONSUCODE-620,MUNICIPALIDAD DISTRITAL DE LOS BAÑOS DEL INCA,2026-07-16T15:56:00-05:00,Licitación Pública Abreviada,works,works,2559316.37,PEN,Soles,2559316.37,2026-07-16T00:00:00-05:00,2026-07-16T00:00:00-05:00,2026-07-17T00:01:00-05:00,2026-07-21T23:59:00-05:00,4,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,,,,,6
ocds-dgv273-seacev3-1235216,ocds-dgv273-seacev3-1235216-2026-08-07T10:22:15.890672-05:00,compiled,2026-08-07T10:22:15.890659-05:00,ocds-dgv273-seacev3-1235216,2026-08-07T10:22:15.890677-05:00,tender,PE-CONSUCODE-52,GOBIERNO REGIONAL DE TUMBES Sede Central,Fondos Públicos,,,1235216,DIRECTA-DIRECTA-37-2026-GRT-DEC-1,"CONTRATACIÓN DEL SERVICIO DE INTERVENCION INMEDIATA PARA LA EJECUCION DE LA ACTIVIDAD DENOMINADA ""LIMPIEZA Y DESCOLMATACIÓN DE LA QUEBRADA CORRALITOS, DISTRITO DE CASITAS, PROVINCIA DE CONTRALMIRANTE VILLAR, DEPARTAMENTO DE TUMBES¿",PE-CONSUCODE-52,GOBIERNO REGIONAL DE TUMBES Sede Central,2026-07-20T09:32:00-05:00,Contratación Directa,services,services,195188.12,PEN,Soles,195188.12,,,,,,False,2026-07,añoPublicacionProceso;mesPublicacionProceso,direct,195188.12,PEN,Soles,2
