ocid,compiledRelease/id,compiledRelease/tag,compiledRelease/date,compiledRelease/ocid,compiledRelease/publishedDate,compiledRelease/initiationType,compiledRelease/buyer/id,compiledRelease/buyer/name,compiledRelease/planning/budget/description,compiledRelease/planning/budget/project,compiledRelease/planning/budget/projectID,compiledRelease/tender/id,compiledRelease/tender/title,compiledRelease/tender/description,compiledRelease/tender/procuringEntity/id,compiledRelease/tender/procuringEntity/name,compiledRelease/tender/datePublished,compiledRelease/tender/procurementMethodDetails,compiledRelease/tender/mainProcurementCategory,compiledRelease/tender/additionalProcurementCategories,compiledRelease/tender/value/amount,compiledRelease/tender/value/currency,compiledRelease/tender/value/currencyName,compiledRelease/tender/value/amount_PEN,compiledRelease/tender/tenderPeriod/startDate,compiledRelease/tender/tenderPeriod/endDate,compiledRelease/tender/enquiryPeriod/startDate,compiledRelease/tender/enquiryPeriod/endDate,compiledRelease/tender/enquiryPeriod/durationInDays,compiledRelease/tender/hasTenderInformationProtectedByLaw,compiledRelease/dataSegmentation/id,compiledRelease/dataSegmentation/criteria,compiledRelease/tender/procurementMethod,compiledRelease/planning/budget/amount/amount,compiledRelease/planning/budget/amount/currency,compiledRelease/planning/budget/amount/currencyName,compiledRelease/tender/numberOfTenderers
ocds-dgv273-seacev3-1229710,ocds-dgv273-seacev3-1229710-2026-09-18T10:23:22.157333-05:00,compiled,2026-09-18T10:23:22.157320-05:00,ocds-dgv273-seacev3-1229710,2026-09-18T10:23:22.157338-05:00,tender,PE-CONSUCODE-10189,PROGRAMA EDUCACION BASICA PARA TODOS UE 026,Fondos Públicos,,,1229710,CP SER-SM-18-2026-MINEDU/UE 026.-1,CONTRATACION DEL SERVICIO DE SEGURIDAD Y VIGILANCIA PARA CINCO (05) COLEGIOS DE ALTO RENDIMIENTO,PE-CONSUCODE-10189,PROGRAMA EDUCACION BASICA PARA TODOS UE 026,2026-07-07T14:47:00-05:00,Concurso Público de Servicios,services,services,0.0,PEN,Soles,0.0,2026-07-07T00:00:00-05:00,2026-07-07T00:00:00-05:00,2026-07-08T00:01:00-05:00,2026-07-16T23:59:00-05:00,8,True,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,,,,,
ocds-dgv273-seacev3-1249309,ocds-dgv273-seacev3-1249309-2026-09-18T10:23:22.072420-05:00,compiled,2026-09-18T10:23:22.072407-05:00,ocds-dgv273-seacev3-1249309,2026-09-18T10:23:22.072425-05:00,tender,PE-CONSUCODE-148,MUNICIPALIDAD DISTRITAL DE JAMALCA,Fondos Públicos,"RENOVACION DE PUENTE; EN EL(LA) VIA VECINAL R-010707 TRAMO LA FLOR - EMP. AM-616 PURURCO (PUENTE GUINEA) EN EL CENTRO POBLADO PURURCO, DISTRITO DE JAMALCA, PROVINCIA UTCUBAMBA, DEPARTAMENTO AMAZONAS",2683831,1249309,CP-ABR-2-2026-MDJ/C-1,"CONTRATACIÓN DEL SERVICIO DE CONSULTORIA PARA SUPERVISION DE OBRA: ¿RENOVACIÓN DE PUENTE; EN EL(LA) VÍA VECINAL R- 010707 TRAMO LA FLOR ¿ EMP. AM-616 PURURCO (PUENTE GUINEA) EN EL CENTRO POBLADO PURURCO, DISTRITO DE JAMALCA, PROVINCIA UTCUBAMBA, DEPARTAMENTO AMAZONAS ¿ CUI 2683831¿.",PE-CONSUCODE-148,MUNICIPALIDAD DISTRITAL DE JAMALCA,2026-07-14T22:50:00-05:00,Concurso Público Abreviado,services,services,92817.01,PEN,Soles,92817.01,2026-07-14T00:00:00-05:00,2026-07-14T00:00:00-05:00,2026-07-15T00:01:00-05:00,2026-07-17T23:59:00-05:00,2,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,,,,,11
ocds-dgv273-seacev3-1234544,ocds-dgv273-seacev3-1234544-2026-09-18T10:23:22.012291-05:00,compiled,2026-09-18T10:23:22.012278-05:00,ocds-dgv273-seacev3-1234544,2026-09-18T10:23:22.012296-05:00,tender,PE-CONSUCODE-10247,EJERCITO PERUANO,Fondos Públicos,,,1234544,LP-SM-2-2026-EP/UO 0728-1,ADQUISICIÓN DE HARDWARE GENERAL Y SOFTWARE PARA LA IMPLEMENTACIÓN DE LA METODOLOGÍA BIM,PE-CONSUCODE-10247,EJERCITO PERUANO,2026-07-17T14:36:00-05:00,Licitación Pública,goods,goods,493724.0,PEN,Soles,493724.0,2026-07-17T00:00:00-05:00,2026-07-17T00:00:00-05:00,2026-07-18T00:01:00-05:00,2026-08-03T23:59:00-05:00,16,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,open,987448.0,PEN,Soles,11
ocds-dgv273-seacev3-1234376,ocds-dgv273-seacev3-1234376-2026-09-18T10:23:21.867494-05:00,compiled,2026-09-18T10:23:21.867482-05:00,ocds-dgv273-seacev3-1234376,2026-09-18T10:23:21.867500-05:00,tender,PE-CONSUCODE-200276,ORGANISMO DE EVALUACION Y FISCALIZACION AMBIENTAL,Fondos Públicos,,,1234376,CP-ABR-6-2025-OEFA-3,CONTRATACIÓN DEL SERVICIO DE ENSAYO DE MUESTRAS DE CALIDAD DE AIRE,PE-CONSUCODE-200276,ORGANISMO DE EVALUACION Y FISCALIZACION AMBIENTAL,2026-07-15T23:33:00-05:00,Concurso Público Abreviado,services,services,0.0,PEN,Soles,0.0,2026-07-15T00:00:00-05:00,2026-07-15T00:00:00-05:00,2026-07-16T00:01:00-05:00,2026-07-20T23:59:00-05:00,4,True,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,,,,,
ocds-dgv273-seacev3-1230741,ocds-dgv273-seacev3-1230741-2026-09-18T10:23:21.859812-05:00,compiled,2026-09-18T10:23:21.859799-05:00,ocds-dgv273-seacev3-1230741,2026-09-18T10:23:21.859816-05:00,tender,PE-CONSUCODE-205010,MUNICIPALIDAD DISTRITAL DE SAN ANTONIO,Fondos Públicos,"CREACION DEL SERVICIO DE MOVILIDAD URBANA EN LA INTERCONEXION VIAL CON LA J.V. EL SIGLO - J.V. PROMUVI - C.P. CHEN CHEN,   DISTRITO DE SAN ANTONIO DE LA PROVINCIA DE MARISCAL NIETO DEL DEPARTAMENTO DE MOQUEGUA",2669141,1230741,SIE-SIE-36-2026-DEC/MDSA-1,"ADQUISICION DE DIESEL B5 S-50, PARA LA OBRA: ¿CREACIÓN DEL SERVICIO DE MOVILIDAD URBANA EN LA INTERCONEXION VIAL CON LA J.V. EL SIGLO ¿ J.V. PROMUVI ¿ CP CHEN CHEN, DISTRITO DE SAN ANTONIO DE LA PROVINCIA DE MARISCAL NIETO DEL DEPARTAMENTO DE MOQUEGUA.¿ ¿ ETAPA II.",PE-CONSUCODE-205010,MUNICIPALIDAD DISTRITAL DE SAN ANTONIO,2026-07-02T21:47:00-05:00,Subasta Inversa Electrónica,goods,goods,1549400.0,PEN,Soles,1549400.0,2026-07-02T00:00:00-05:00,2026-07-02T00:00:00-05:00,,,,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,open,,,,2
ocds-dgv273-seacev3-1234956,ocds-dgv273-seacev3-1234956-2026-09-18T10:23:21.672976-05:00,compiled,2026-09-18T10:23:21.672963-05:00,ocds-dgv273-seacev3-1234956,2026-09-18T10:23:21.672981-05:00,tender,PE-CONSUCODE-202285,CENTRAL DE COMPRAS PUBLICAS - PERU COMPRAS,Fondos Públicos,,,1234956,CP SER-SM-2-2026-PERU COMPRAS-1,Contratación del Servicio de hosting para la central de compras publicas (Perú Compras).,PE-CONSUCODE-202285,CENTRAL DE COMPRAS PUBLICAS - PERU COMPRAS,2026-07-17T21:29:00-05:00,Concurso Público de Servicios,services,services,1199228.16,PEN,Soles,1199228.16,2026-07-17T00:00:00-05:00,2026-07-17T00:00:00-05:00,2026-07-18T00:01:00-05:00,2026-08-03T23:59:00-05:00,16,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,,,,,5
ocds-dgv273-seacev3-1234942,ocds-dgv273-seacev3-1234942-2026-09-18T10:23:21.657021-05:00,compiled,2026-09-18T10:23:21.657008-05:00,ocds-dgv273-seacev3-1234942,2026-09-18T10:23:21.657026-05:00,tender,PE-CONSUCODE-1784,MUNICIPALIDAD PROVINCIAL DE RIOJA,Fondos Públicos,"RENOVACION DE PUENTE; EN EL(LA) CAMINO VECINAL SM-611: EMP. SM-609 (RIOJA) - EL TRIUNFO - LA PERLA DE CASCAYUNGA,  DISTRITO DE RIOJA, PROVINCIA RIOJA, DEPARTAMENTO SAN MARTIN",2677531,1234942,LP-ABR-16-2026-MPR/C-1,"contratación de la Ejecución de la obra correspondiente a: IOARR: ""RENOVACION DE PUENTE; EN EL(LA) CAMINO VECINAL SM-611: EMP. SM-609 (RIOJA) - EL TRIUNFO - LA PERLA DE CASCAYUNGA, DISTRITO DE RIOJA, PROVINCIA RIOJA, DEPARTAMENTO SAN MARTIN¿ CON CUI 2677531",PE-CONSUCODE-1784,MUNICIPALIDAD PROVINCIAL DE RIOJA,2026-07-17T16:16:00-05:00,Licitación Pública Abreviada,works,works,1997665.94,PEN,Soles,1997665.94,2026-07-17T00:00:00-05:00,2026-07-17T00:00:00-05:00,2026-07-18T00:01:00-05:00,2026-07-22T23:59:00-05:00,4,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,,4357195.37,PEN,Soles,10
ocds-dgv273-seacev3-1234927,ocds-dgv273-seacev3-1234927-2026-09-18T10:23:21.602646-05:00,compiled,2026-09-18T10:23:21.602632-05:00,ocds-dgv273-seacev3-1234927,2026-09-18T10:23:21.602651-05:00,tender,PE-CONSUCODE-1959,INSTITUTO DEL MAR DEL PERU,Fondos Públicos,,,1234927,LP-SM-1-2026-IMP-1,ADQUISICIÓN DE UN (01) SALINÓMETRO PORTASAL MODELO 8410A MARCA GUILDLINE,PE-CONSUCODE-1959,INSTITUTO DEL MAR DEL PERU,2026-07-17T15:26:00-05:00,Licitación Pública,goods,goods,0.0,PEN,Soles,0.0,2026-07-17T00:00:00-05:00,2026-07-17T00:00:00-05:00,2026-07-18T00:01:00-05:00,2026-08-03T23:59:00-05:00,16,True,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,open,,,,
ocds-dgv273-seacev3-1237895,ocds-dgv273-seacev3-1237895-2026-09-18T10:23:21.463434-05:00,compiled,2026-09-18T10:23:21.463421-05:00,ocds-dgv273-seacev3-1237895,2026-09-18T10:23:21.463439-05:00,tender,PE-CONSUCODE-10612,GOBIERNO REGIONAL DE UCAYALI - GERENCIA SUB REGIONAL DE PADRE ABAD AGUAYTIA,Fondos Públicos,"MEJORAMIENTO DEL SERVICIO DE EDUCACION PRIMARIA Y SERVICIO DE EDUCACIÓN SECUNDARIA EN I.E. 65164 , I.E. VIRGEN DEL CARMEN  DE CENTRO POBLADO VIRGEN DEL CARMEN DISTRITO DE NESHUYA DE LA PROVINCIA DE PADRE ABAD DEL DEPARTAMENTO DE UCAYALI",2655327,1237895,LP-SM-1-2026-GRU-GTPA-CS-1,"CONTRATACIÓN PARA LA EJECUCIÓN DE LA OBRA: ¿MEJORAMIENTO DEL SERVICIO DE EDUCACION PRIMARIA Y SERVICIO DE EDUCACION SECUNDARIA EN I.E N.º 65164, I.E VIRGEN DEL CARMEN DEL CENTRO POBLADO VIRGEN DEL CARMEN DISTRITO DE NESHUYA DE LA PROVINCIA DE PADRE ABAD DEL DEPARTAMENTO DE UCAYALI¿ CUI N.º 2655327",PE-CONSUCODE-10612,GOBIERNO REGIONAL DE UCAYALI - GERENCIA SUB REGIONAL DE PADRE ABAD AGUAYTIA,2026-07-31T23:07:00-05:00,Licitación Pública,works,works,36587977.54,PEN,Soles,36587977.54,2026-07-31T00:00:00-05:00,2026-07-31T00:00:00-05:00,2026-08-01T00:01:00-05:00,2026-08-12T23:59:00-05:00,11,True,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,open,,,,
ocds-dgv273-seacev3-1235731,ocds-dgv273-seacev3-1235731-2026-09-18T10:23:21.369578-05:00,compiled,2026-09-18T10:23:21.369565-05:00,ocds-dgv273-seacev3-1235731,2026-09-18T10:23:21.369583-05:00,tender,PE-CONSUCODE-226,MUNICIPALIDAD DISTRITAL DE UCO,Fondos Públicos,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE RURAL EN CONJUNTO CON EL SERVICIO DE SANEAMIENTO EN LOS CASERIOS DE CHAMBRUCO, COLQUICANCHA, TUMARIN Y ATALAYA DEL   DISTRITO DE UCO DE LA PROVINCIA DE HUARI DEL DEPARTAMENTO DE ANCASH",2606951,1235731,CP-ABR-4-2026-MDU/CS-1,"CONTRATACIÓN DE CONSULTORÍA DE OBRA DE SUPERVISION PARA LA EJECUCION DE LA OBRA: ¿MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE RURAL EN CONJUNTO CON EL SERVICIO DE SANEAMIENTO EN LOS CASERIOS DE CHAMBRUCO, COLQUICANCHA, TUMARIN Y ATALAYA DEL DISTRITO DE UCO DE LA PROVINCIA DE HUARI DEL DEP",PE-CONSUCODE-226,MUNICIPALIDAD DISTRITAL DE UCO,2026-07-21T13:04:00-05:00,Concurso Público Abreviado,services,services,107200.0,PEN,Soles,107200.0,2026-07-21T00:00:00-05:00,2026-07-21T00:00:00-05:00,2026-07-22T00:01:00-05:00,2026-07-30T23:59:00-05:00,8,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,,107200.0,PEN,Soles,13
ocds-dgv273-seacev3-1230725,ocds-dgv273-seacev3-1230725-2026-09-18T10:23:21.272750-05:00,compiled,2026-09-18T10:23:21.272737-05:00,ocds-dgv273-seacev3-1230725,2026-09-18T10:23:21.272756-05:00,tender,PE-CONSUCODE-950,MUNICIPALIDAD PROVINCIAL DE HUANUCO,Fondos Públicos,,,1230725,SIE-SIE-10-2026-MPHCO/OC-1,ADQUISICIÓN DE FILETE DE ATÚN EN ACEITE VEGETAL X 170 GR PARA LA MODALIDAD PANTBC DEL PROGRAMA DE COMPLEMENTACIÓN ALIMENTARIA DE LA MUNICIPALIDAD PROVINCIAL DE HUÁNUCO,PE-CONSUCODE-950,MUNICIPALIDAD PROVINCIAL DE HUANUCO,2026-07-02T19:48:00-05:00,Subasta Inversa Electrónica,goods,goods,195804.0,PEN,Soles,195804.0,2026-07-02T00:00:00-05:00,2026-07-02T00:00:00-05:00,,,,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,open,,,,22
ocds-dgv273-seacev3-2026-10189-9,ocds-dgv273-seacev3-2026-10189-9-2026-09-18T10:23:21.154001-05:00,compiled,2026-09-18T10:23:21.153988-05:00,ocds-dgv273-seacev3-2026-10189-9,2026-09-18T10:23:21.154006-05:00,tender,PE-CONSUCODE-10189,PROGRAMA EDUCACION BASICA PARA TODOS UE 026,Fondos Públicos,,,1234115,CP SER-SM-29-2026-MINEDU/UE 026-1,"SERVICIO DE IMPRESION, INVENTARIO, MODULADO, EMBALAJE, ALMACENAMIENTO Y DESPACHO DE LOS INSTRUMENTOS CONFIDENCIALES DE LA EVALUACIÓN NACIONAL DE LOGROS DE APRENDIZAJE DE ESTUDIANTES (ENLA 2026) SOBRE LOS QUE SE DEBE GUARDAR RESERVA",PE-CONSUCODE-10189,PROGRAMA EDUCACION BASICA PARA TODOS UE 026,2026-07-16T18:37:00-05:00,Concurso Público de Servicios,services,services,4863918.63,PEN,Soles,4863918.63,2026-07-16T00:00:00-05:00,2026-07-16T00:00:00-05:00,2026-07-17T00:01:00-05:00,2026-08-03T23:59:00-05:00,17,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,,,,,10
ocds-dgv273-seacev3-1236412,ocds-dgv273-seacev3-1236412-2026-09-18T10:23:20.949208-05:00,compiled,2026-09-18T10:23:20.949194-05:00,ocds-dgv273-seacev3-1236412,2026-09-18T10:23:20.949214-05:00,tender,PE-CONSUCODE-41,GOBIERNO REGIONAL DE JUNIN SEDE CENTRAL,Fondos Públicos,"MEJORAMIENTO DEL CAMINO VECINAL, TRAMO: CRUCE REPARTICIÓN CIRCUITO PRODUCTIVO (SECTOR UNIÓN CUBARO ¿ KM 5.00) - CC.NN. MAPITAMANI - CC.PP. BUENOS AIRES, APROXIMADAMENTE 10 KM.  DISTRITO DE MAZAMARI - PROVINCIA DE SATIPO - DEPARTAMENTO DE JUNIN",2469784,1236412,AS-SM-1-2026-GRJ/CS-1,"CONTRATACION DE EJECUCIÓN DE LA OBRA: MEJORAMIENTO DEL CAMINO VECINAL, TRAMO: CRUCE REPARTICIÓN CIRCUITO PRODUCTIVO (SECTOR UNIÓN CUBARO -KM 5.00) - CC.NN. MAPITAMANI - CC.PP. BUENOS AIRES, APROXIMADAMENTE 10 KM. DISTRITO DE MAZAMARI - PROVINCIA DE SATIPO - DEPARTAMENTO DE JUNIN.",PE-CONSUCODE-41,GOBIERNO REGIONAL DE JUNIN SEDE CENTRAL,2026-07-22T18:11:00-05:00,Adjudicación Simplificada,works,works,3405530.2,PEN,Soles,3405530.2,2026-07-22T00:00:00-05:00,2026-07-22T00:00:00-05:00,2026-07-23T00:01:00-05:00,2026-07-31T23:59:00-05:00,8,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,open,3405530.2,PEN,Soles,10
ocds-dgv273-seacev3-1232054,ocds-dgv273-seacev3-1232054-2026-09-18T10:23:20.932325-05:00,compiled,2026-09-18T10:23:20.932312-05:00,ocds-dgv273-seacev3-1232054,2026-09-18T10:23:20.932330-05:00,tender,PE-CONSUCODE-41,GOBIERNO REGIONAL DE JUNIN SEDE CENTRAL,Fondos Públicos,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE EDUCACION PRIMARIA EN I.E. 31186   DISTRITO DE COMAS DE LA PROVINCIA DE CONCEPCION DEL DEPARTAMENTO DE JUNIN,2716276,1232054,CP-ABR-49-2026-GRJ-1,CONTRATACION DEL SERVICIO DE CONSULTORIA DE OBRA PARA LA ELABORACION DEL EXPEDIENTE TECNICO DEL PROYECTO DE INVERSION: MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE EDUCACION PRIMARIA EN I.E. 31186 DISTRITO DE COMAS DE LA PROVINCIA DE CONCEPCION DEL DEPARTAMENTO DE JUNIN,PE-CONSUCODE-41,GOBIERNO REGIONAL DE JUNIN SEDE CENTRAL,2026-07-09T22:59:00-05:00,Concurso Público Abreviado,services,services,359800.0,PEN,Soles,359800.0,2026-07-09T00:00:00-05:00,2026-07-09T00:00:00-05:00,2026-07-10T00:01:00-05:00,2026-07-14T23:59:00-05:00,4,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,,359800.0,PEN,Soles,13
ocds-dgv273-seacev3-1235507,ocds-dgv273-seacev3-1235507-2026-09-18T10:23:20.820550-05:00,compiled,2026-09-18T10:23:20.820537-05:00,ocds-dgv273-seacev3-1235507,2026-09-18T10:23:20.820555-05:00,tender,PE-CONSUCODE-10559,GOBIERNO REGIONAL DE PIURA-SALUD LUCIANO CASTILLO COLONNA,Fondos Públicos,,,1235507,LP-SM-1-2026-DSRSLCC-DEC-1,Adquisición de dispositivos médicos (Microcubeta descartable para hemoglobinómetro Hemocontrol) Compra Institucional DSRSLCC - 2026,PE-CONSUCODE-10559,GOBIERNO REGIONAL DE PIURA-SALUD LUCIANO CASTILLO COLONNA,2026-07-20T18:16:00-05:00,Licitación Pública,goods,goods,539000.0,PEN,Soles,539000.0,2026-07-20T00:00:00-05:00,2026-07-20T00:00:00-05:00,2026-07-21T00:01:00-05:00,2026-08-04T23:59:00-05:00,14,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,open,1617000.0,PEN,Soles,6
ocds-dgv273-seacev3-1236639,ocds-dgv273-seacev3-1236639-2026-09-18T10:23:20.713125-05:00,compiled,2026-09-18T10:23:20.713112-05:00,ocds-dgv273-seacev3-1236639,2026-09-18T10:23:20.713130-05:00,tender,PE-CONSUCODE-10449,GOBIERNO REGIONAL DE CUSCO - DIRECCION REGIONAL DE TRANSPORTES Y COMUNICACIONES CUSCO,Fondos Públicos,,,1236639,CP SER-SM-24-2026-GRTC-1,CONTRATACION DE SERVICIO DE MANTENIMIENTO PERIODICO DE LA RED DEPARTAMENTAL NO PAVIMENTADA CU - 103 TRAMO: EMP. PE-28B (KUMPIRUSHIATO) (KM 00+000) PTE. QUIMPURISHIATO - DV. MANGURANI - PTE. KAMANQUIRIATO - PTE. MANOGALI - DV. IVOCHOTE - PACHIRI - PANGOA - PTE. MANTALO - SANIRIATO (KM 76+900) DEL DIS,PE-CONSUCODE-10449,GOBIERNO REGIONAL DE CUSCO - DIRECCION REGIONAL DE TRANSPORTES Y COMUNICACIONES CUSCO,2026-07-22T22:22:00-05:00,Concurso Público de Servicios,services,services,0.0,PEN,Soles,0.0,2026-07-22T00:00:00-05:00,2026-07-22T00:00:00-05:00,2026-07-23T00:01:00-05:00,2026-08-12T23:59:00-05:00,20,True,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,,,,,
ocds-dgv273-seacev3-1232980,ocds-dgv273-seacev3-1232980-2026-09-18T10:23:20.697129-05:00,compiled,2026-09-18T10:23:20.697116-05:00,ocds-dgv273-seacev3-1232980,2026-09-18T10:23:20.697134-05:00,tender,PE-CONSUCODE-2407,EMPRESA REGIONAL DE SERVICIOS PUBLICOS DE ELECTRICIDAD DEL SUR ESTE S.A.,Fondos Públicos,,,1232980,CP SER-SM-42-2026-ELSE-1,SERVICIO DE MANTENIMIENTO DE REDES MT Y BT SECTORES,PE-CONSUCODE-2407,EMPRESA REGIONAL DE SERVICIOS PUBLICOS DE ELECTRICIDAD DEL SUR ESTE S.A.,2026-07-10T16:44:00-05:00,Concurso Público de Servicios,services,services,18174330.7,PEN,Soles,18174330.7,2026-07-10T00:00:00-05:00,2026-07-10T00:00:00-05:00,2026-07-11T00:01:00-05:00,2026-07-21T23:59:00-05:00,10,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,,,,,15
ocds-dgv273-seacev3-1236338,ocds-dgv273-seacev3-1236338-2026-09-18T10:23:20.646116-05:00,compiled,2026-09-18T10:23:20.646103-05:00,ocds-dgv273-seacev3-1236338,2026-09-18T10:23:20.646122-05:00,tender,PE-CONSUCODE-1324,MUNICIPALIDAD DISTRITAL DE LURIGANCHO (CHOSICA),Fondos Públicos,CREACION DEL SERVICIO DE MOVILIDAD URBANA EN LA TRANSITABILIDAD VEHICULAR DE LAS VIAS LOCALES DE LA ASOCIACION DE PUEBLOS UNIDOS DE NIEVERIA DEL   DISTRITO DE LURIGANCHO DE LA PROVINCIA DE LIMA DEL DEPARTAMENTO DE LIMA,2730486,1236338,CP-ABR-6-2026-MDL/C-1,"CONTRATACIÓN DE CONSULTORÍA DE OBRA SUPERVISION DE OBRA PARA LA INVERSION: ""CREACION DEL SERVICIO DE MOVILIDAD URBANA EN LA TRANSITABILIDAD VEHICULAR DE LAS VIAS LOCALES DE LA ASOCIACION DE PUEBLOS UNIDOS DE NIEVERIA DEL DISTRITO DE LURIGANCHO DE LA PROVINCIA DE LIMA DEL DEPARTAMENTO DE LIMA"" CUI N°",PE-CONSUCODE-1324,MUNICIPALIDAD DISTRITAL DE LURIGANCHO (CHOSICA),2026-07-22T17:35:00-05:00,Concurso Público Abreviado,services,services,53424.0,PEN,Soles,53424.0,2026-07-22T00:00:00-05:00,2026-07-22T00:00:00-05:00,2026-07-23T00:01:00-05:00,2026-08-03T23:59:00-05:00,11,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,,53424.0,PEN,Soles,29
ocds-dgv273-seacev3-1235238,ocds-dgv273-seacev3-1235238-2026-09-18T10:23:20.638418-05:00,compiled,2026-09-18T10:23:20.638405-05:00,ocds-dgv273-seacev3-1235238,2026-09-18T10:23:20.638423-05:00,tender,PE-CONSUCODE-1886,UNIVERSIDAD NACIONAL AGRARIA LA MOLINA,Fondos Públicos,"MEJORAMIENTO Y AMPLIACIÓN DE LOS SERVICIOS DE CTI PARA FORTALECER EL SISTEMA NACIONAL DE CIENCIA, TECNOLOGÍA E INNOVACIÓN",2522559,1235238,CONV-PROC-10-2026-UNALM-1,"ADQUISICION DE 01 TERMOHIGRONOMETRO INFRARROJO PORTAIL, 02 HORNO CILINDRICO PARA PRODUCCION DE BIOCHAR Y 01 TRITURADORA",PE-CONSUCODE-1886,UNIVERSIDAD NACIONAL AGRARIA LA MOLINA,2026-07-20T13:08:00-05:00,Convenio,goods,goods,9980.0,PEN,Soles,9980.0,2026-07-20T00:00:00-05:00,2026-07-20T00:00:00-05:00,,,,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,open,,,,2
ocds-dgv273-seacev3-1237737,ocds-dgv273-seacev3-1237737-2026-09-18T10:23:20.614058-05:00,compiled,2026-09-18T10:23:20.614034-05:00,ocds-dgv273-seacev3-1237737,2026-09-18T10:23:20.614063-05:00,tender,PE-CONSUCODE-10008,HOSPITAL PUENTE PIEDRA - CARLOS LANFRANCO LA HOZ - CLL4,Fondos Públicos,,,1237737,LP-ABR-9-2026-CE-HCLLH-1,ADQUISICIÓN DE UNIFORMES DE FAENA 2026 PARA EL HOSPITAL CARLOS LANFRANCO LA HOZ,PE-CONSUCODE-10008,HOSPITAL PUENTE PIEDRA - CARLOS LANFRANCO LA HOZ - CLL4,2026-07-31T17:15:00-05:00,Licitación Pública Abreviada,goods,goods,336472.0,PEN,Soles,336472.0,2026-07-31T00:00:00-05:00,2026-07-31T00:00:00-05:00,2026-08-01T00:01:00-05:00,2026-08-06T23:59:00-05:00,5,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,,336472.0,PEN,Soles,22
ocds-dgv273-seacev3-1232526,ocds-dgv273-seacev3-1232526-2026-09-18T10:23:20.522034-05:00,compiled,2026-09-18T10:23:20.522021-05:00,ocds-dgv273-seacev3-1232526,2026-09-18T10:23:20.522048-05:00,tender,PE-CONSUCODE-200344,MINISTERIO DE CULTURA,Fondos Públicos,,,1232526,CP-ABR-20-2026-/MC-1,SERVICIO DE ALQUILER DE DOS (02) CAMIONETAS TIPO PICK UP 4X4 PARA LA DIRECCIÓN DESCONCENTRADA DE CULTURA ICA,PE-CONSUCODE-200344,MINISTERIO DE CULTURA,2026-07-09T14:46:00-05:00,Concurso Público Abreviado,services,services,103700.0,PEN,Soles,103700.0,2026-07-09T00:00:00-05:00,2026-07-09T00:00:00-05:00,2026-07-10T00:01:00-05:00,2026-07-14T23:59:00-05:00,4,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,,,,,26
ocds-dgv273-seacev3-1233503,ocds-dgv273-seacev3-1233503-2026-09-18T10:23:20.437656-05:00,compiled,2026-09-18T10:23:20.437644-05:00,ocds-dgv273-seacev3-1233503,2026-09-18T10:23:20.437662-05:00,tender,PE-CONSUCODE-202665,GOBIERNO REGIONAL HUANCAVELICA RED DE SALUD ACOBAMBA,Fondos Públicos,,,1233503,CP-ABR-4-2026-RSACO-1,"CONTRATACION DEL SERVICIO DE MANTENIMIENTO CORRECTIVO DE AMBIENTES ASISTENCIALES DEL PUESTO DE SALUD POMACANCHA, DISTRITO CAJA, PROVINCIA ACOBAMBA, DEPARTAMENTO DE HUANCAVELICA.",PE-CONSUCODE-202665,GOBIERNO REGIONAL HUANCAVELICA RED DE SALUD ACOBAMBA,2026-07-13T19:49:00-05:00,Concurso Público Abreviado,services,services,82102.65,PEN,Soles,82102.65,2026-07-13T00:00:00-05:00,2026-07-13T00:00:00-05:00,2026-07-14T00:01:00-05:00,2026-07-20T23:59:00-05:00,6,False,2026-07,añoInicioConvocatoria;mesInicioConvocatoria,,82102.65,PEN,Soles,30
